"","date","name","speech"
"184","August 17, 2013","Barack Obama","
    Hi, everybody. Over the past few weeks, I've been visiting with Americans across the country to talk about what we need to do to secure a better bargain for the middle class.
We need to rebuild an economy that rewards hard work and responsibility, an economy built firmly on the cornerstones of middle class life: good jobs, a good education, a home of your own, a secure retirement, and quality, affordable health care that's there when you need it.
Right now we're well on our way to fully implementing the Affordable Care Act. And in the next few months, we'll reach a couple milestones with real meaning for millions of Americans.
If you're one of the 85 percent of Americans who already have insurance, you've already got new benefits and protections under this law that you didn't before: free checkups, mammograms, and contraceptive care; discounted prescription medicine on Medicare; the fact you can stay on your parent's plan until you turn 26; and much, much more. And it's okay if you're not a fan of the Affordable Care Act; you can take advantage of these things anyway.
If you don't have insurance, beginning on October 1, private plans will actually compete for your business. You can comparison shop in an online marketplace, just like you would for cell phone plans or plane tickets. You may be eligible for new tax credits to help you afford the plan that's right for you. And if you're among the up to half of all Americans who've been sick or have a preexisting condition, this law means that beginning January 1, insurance companies have to cover you, and they can't use your medical history to charge you more than anybody else.
You can find out more about the law and how to sign up to buy your own coverage right now at healthcare.gov. Tell your friends and neighbors without insurance about it too. And tell your kids that there's a new, easy way to buy affordable plans specifically tailored to young people.
Many Members of Congress in both parties are working hard to inform their constituents about these benefits, protections, and affordable plans. But there's also a group of Republicans in Congress working hard to confuse people and making empty promises that they'll either shut down the health care law or, if they don't get their way, they'll shut down the Government.
Think about that. They're actually having a debate between hurting Americans who will no longer be denied affordable care just because they've been sick and harming the economy and millions of Americans in the process. And many Republicans are more concerned with how badly this debate will hurt them politically than they are with how badly it'll hurt the country.
A lot of Republicans seem to believe that if they can gum up the works and make this law fail, they'll somehow be sticking it to me. But they'd just be sticking it to you.
Some even say that if you call their office with questions about the law, they'll refuse to help. Call me old fashioned, but that's lousy constituent service. And it's not what you deserve.
Your health insurance isn't something to play politics with. Our economy isn't something to play politics with. This is not a game. It's about the economic security of millions of families.
See, in the States where Governors and legislatures and insurers are working together to implement this law properly—States like California, New York, Colorado, and Maryland—competition and consumer choice are actually making insurance affordable.
So I'm going to keep doing everything in my power to make sure this law works as it's supposed to. Because in the United States of America, health insurance isn't a privilege, it's your right. And we're going to keep it that way.
Thanks, and have a great weekend.
  "
"185","July 20, 2013","Barack Obama","
    Hi, everybody. Three years ago this weekend, we put into place tough new rules of the road for the financial sector so that irresponsible behavior on the part of a few could never again cause a crisis that harms millions of middle class families.
As part of that reform, we set up the Consumer Financial Protection Bureau, the first-ever independent consumer watchdog with one job: to protect families from that sort of behavior.
Two years ago, I nominated a man named Rich Cordray, a former attorney general from Ohio, to run this consumer protection bureau. But Republicans in the Senate refused to give him a simple up-or-down vote, not because they didn't think he was the right person for the job, but because they didn't like the law that set up the consumer watchdog in the first place.
So last year, I acted on my own to put him in charge, because without a Director, the CFPB couldn't use all the tools at its disposal to protect consumers from shady mortgage lenders or unscrupulous credit reporting agencies or predatory lenders who targeted veterans and seniors. And I'm pleased to say that Rich Cordray was finally confirmed this week by a bipartisan vote.
Because of the work that's been done at the CFPB over the past 2 years, today, mortgage lenders, student lenders, payday lenders, and credit reporting and debt collection agencies all face greater scrutiny. And if they don't play by the rules, you now have somewhere to go to get some measure of justice. In fact, the CFPB has already addressed more than 175,000 complaints from every State.
Today, as part of the CFPB's ""Know Before You Owe"" efforts, students and their parents can get a simple report with the information they need to make informed decisions before taking out student loans, and more than 700 colleges have stepped up to make this information clear and transparent. And if you've noticed that some credit card forms are actually easier to understand than they used to be, that's because of the work that Rich's team and others in the administration have done.
Today, veterans have the tools they need to defend against dishonest lenders and mortgage brokers who try to prey on them when they come home. Seniors are better protected from someone who sees their home or retirement savings as an easy target. And thanks to the hard work of folks at the CFPB, so far 6 million Americans have gotten more than $400 million in refunds from companies that engaged in unscrupulous practices. That's money we didn't have the power to recover before.
You know, we've come a long way over the past 4½ years. Our economy's growing. Our businesses have created 7.2 million new jobs in the past 40 months. We've locked in new safeguards to protect against another crisis and end bailouts for good. And even though more work remains, our financial system is more fair and much more sound than it was.
We've still got a long way to go to restore the sense of security that too many middle class families are still fighting to rebuild. But if we keep moving forward with our eyes fixed on that north star of a growing middle class, then I'm confident we'll get to where we need to go.
Thanks, and have a great weekend.
  "
"186","September 07, 2013","Barack Obama","
    Almost 3 weeks ago in Syria, more than a thousand innocent people, including hundreds of children, were murdered in the worst chemical weapons attack of the 21st century. And the United States has presented a powerful case to the world that the Syrian Government was responsible for this horrific attack on its own people.
This was not only a direct attack on human dignity: It's a serious threat to our national security. There's a reason governments representing 98 percent of the world's people have agreed to ban the use of chemical weapons—not only because they cause death and destruction in the most indiscriminate and inhumane way possible, but because they can also fall into the hands of terrorist groups who wish to do us harm.
That's why, last weekend, I announced that, as Commander in Chief, I decided that the United States should take military action against the Syrian regime. This is not a decision I made lightly. Deciding to use military force is the most solemn decision we can make as a nation.
As the leader of the world's oldest constitutional democracy, I also know that our country will be stronger if we act together, and our actions will be more effective. That's why I asked Members of Congress to debate this issue and vote on authorizing the use of force.
What we're not talking about is an open-ended intervention. This would not be another Iraq or Afghanistan. There would be no American boots on the ground. Any action we take would be limited, both in time and scope, designed to deter the Syrian Government from gassing its own people again and degrade its ability to do so.
I know that the American people are weary after a decade of war, even as the war in Iraq has ended and the war in Afghanistan is winding down. That's why we're not putting our troops in the middle of somebody else's war.
But we are the United States of America. We cannot turn a blind eye to images like the ones we've seen out of Syria. Failing to respond to this outrageous attack would increase the risk that chemical weapons could be used again, that they would fall into the hands of terrorists who might use them against us, and it would send a horrible signal to other nations that there would be no consequences for their use of these weapons, all of which would pose a serious threat to our national security.
That's why we can't ignore chemical weapons attacks like this one, even if they happen halfway around the world. And that's why I call on Members of Congress from both parties to come together and stand up for the kind of world we want to live in, the kind of world we want to leave our children and future generations.
Thank you.
  "
"187","August 24, 2013","Barack Obama","
    Hi, everybody. Over the past month, I've been visiting towns across America, talking about what our country needs to do to secure a better bargain for the middle class. This week, I met with high school and college students in New York and Pennsylvania to discuss the surest path to the middle class: some form of higher education.
But at a moment when a higher education has never been more important, it's also never been more expensive. That's why, over the past 4 years, we've helped make college more affordable for millions of students and families with grants and loans that go farther from before.
But students and families and taxpayers cannot just keep subsidizing college costs that keep going up and up, not when the average student now graduates more than $26,000 in debt.
We cannot price the middle class out of a college education. That's why I proposed major new reforms to make college more affordable and make it easier for folks to pay for their education.
First, we're going to start rating colleges based on opportunity—are they helping students from all kinds of backgrounds succeed—and on outcomes—their value to students and parents. In time, we'll use those ratings to make sure that the colleges that keep their tuition down are the ones that will see their taxpayer funding go up.
Second, we're going to jump-start competition between colleges over innovations that help more students graduate in less time at less cost, while maintaining quality. A number of schools are already testing new approaches, like putting more courses online or basing course credit on competence, not just hours spent in the classroom.
And third, we're going to help more students responsibly manage their debt by making more of them eligible for a loan repayment program called Pay As You Earn, which caps your loan payments at 10 percent of what you make. And we'll reach out directly to students to make sure they know that this program exists.
These reforms won't be popular with everybody. But the path we're on now is unsustainable for our students and our economy. Higher education shouldn't be a luxury or a roll of the dice; it's an economic imperative that every family in America should be able to afford.
Thanks, and have a great weekend.
  "
"188","June 29, 2013","Barack Obama","
    Hi everybody. A few days ago, I unveiled a new national plan to confront the growing threat of a changing climate.
Decades of carefully reviewed science tells us our planet is changing in ways that will have profound impacts on the world we leave our children. Already, we know that the 12 warmest years in recorded history have all come in the last 15 and that last year was the warmest in American history. And while we know no single weather event is caused solely by climate change, we also know that in a world that's getting warmer than it used to be, all weather events are affected by it: more extreme droughts, floods, wildfires, and hurricanes.
Those who already feel the effects of a changing climate don't have time to deny it. They're busy dealing with it. The firefighters who brave longer wildfire seasons. The farmers who see crops wilted one year and washed away the next. Western families worried about water that's drying up.
The costs of these events can be measured in lost lives and livelihoods, lost homes and businesses, and hundreds of billions of dollars in emergency services and disaster relief. And Americans across the country are already paying the price of inaction in higher food costs, insurance premiums, and the tab for rebuilding.
So the question's not whether we need to act. The question is whether we will have the courage to act before it's too late.
The national Climate Action Plan I unveiled will cut carbon pollution, protect our country from the impacts of climate change, and lead the world in a coordinated assault on a changing climate.
To reduce carbon pollution, I've directed the Environmental Protection Agency to work with States and businesses to set new standards that put an end to the limitless dumping of carbon pollution from our power plants. We'll use more clean energy and waste less energy throughout our economy.
To prepare Americans for the impact of climate change we can't stop, we'll work with communities to build smarter, more resilient infrastructure to protect our homes and businesses and withstand more powerful storms.
And America will lead global efforts to combat the threat of a changing climate by encouraging developing nations to transition to cleaner sources of energy and by engaging our international partners in this fight. For while we compete for business, we also share a planet, and we must all shoulder the responsibility for its future together.
This is the fight America can and will lead in the 21st century. But it will require all of us, as citizens, to do our part. We will need scientists to design new fuels and farmers to grow them. We'll need engineers to devise new technologies and businesses to make and sell them. We'll need workers to man assembly lines that hum with high-tech, zero-carbon components and builders to hammer into place the foundations for a new clean energy age. We'll need to give special care to people and communities unsettled by this transition. And those of us in positions of responsibility will need to be less concerned with the judgment of special interests and well-connected donors and more concerned with the judgment of our children.
If you agree with me, I need you to act. Educate your classmates and colleagues, your family and friends. Speak up in your communities. Remind everyone who represents you, at every level of government, that there is no contradiction between a sound environment and a strong economy, and that sheltering future generations against the ravages of climate change is a prerequisite for your vote.
We will be judged—as a people, as a society, and as a country—on where we go from here. The plan I have put forward to reduce carbon pollution and protect our country from the effects of climate change is the path we need to take. And if we remember what's at stake—the world we leave to our children—I'm convinced that this is a challenge that we will meet.
Thanks, and have a great weekend.
  "
"189","July 04, 2013","Barack Obama","
    Hi, everybody. I hope you all had a safe and happy Fourth of July filled with parades and cookouts, fireworks, and family reunions.
We celebrated at the White House with a few hundred members of the military and their families. And we took a moment amid the festivities to remember what our Independence Day is all about: what happened 237 years ago and what it meant to the world.
On July 4, 1776, a small band of patriots declared that we were a people created equal, free to think and worship and live as we please. It was a declaration heard around the world: that we were no longer colonists, we were Americans, and our destiny would not be determined for us, it would be determined by us.
It was a bold and tremendously brave thing to do. It was also nearly unthinkable. At the time, kings and princes and emperors ruled the world. But those patriots were certain that a better way was possible. And to achieve it, to win their freedom, they were willing to lay it all on the line: their lives, their fortunes, their sacred honor. They fought a revolution. Few would have bet on their side to win, but for the first of many times to come, America proved the doubters wrong.
And now, 237 years later, the United States—this improbable Nation—is the greatest in the world: a land of liberty and opportunity, a global defender of peace and freedom, a beacon of hope to people everywhere who cherish those ideals. Generations of Americans made our country what it is today—farmers and teachers, engineers and laborers, entrepreneurs and elected leaders—people from all walks of life, from all parts of the world, all pulling in the same direction.
And now we, the people, must make their task our own: to live up to the words of that Declaration of Independence and secure liberty and opportunity for our own children and for future generations.
I want to say a special word of thanks to the men and women of our military, who have played such a vital role in the story of our Nation. You have defended us at home and abroad. And you fought on our Nation's behalf to make the world a better, safer place. People in scattered corners of the world are living in peace today, free to write their own futures, because of you. We are grateful for your service and your sacrifice, especially those still serving in harm's way and your families here at home.
So God bless you all, and may God bless the United States of America.
  "
"190","June 22, 2013","Barack Obama","
    Hi, everybody. Right now the United States Senate is debating a bipartisan, commonsense bill that'd be an important step toward fixing our broken immigration system.
It's a bill that would continue to strengthen security at our borders and hold employers more accountable if they knowingly hire undocumented workers so they won't have an unfair advantage over businesses that follow the law.
It's a bill that would modernize the legal immigration system so that, as we train American workers for the jobs of tomorrow, we're also attracting the highly skilled entrepreneurs and engineers who grow our economy for everyone.
It's a bill that would provide a pathway to earned citizenship for the 11 million individuals who are in this country illegally, a pathway that includes passing a background check, learning English, paying taxes and a penalty, and then going to the back of the line behind everyone trying to come here legally.
And a few days ago, a report from the Congressional Budget Office definitively showed that this bipartisan, commonsense bill will help the middle class grow our economy and shrink our deficits by making sure that every worker in America plays by the same set of rules and pays taxes like everyone else. According to this independent report, reforming our immigration system would reduce our deficits by almost a trillion dollars over the next two decades. And it will boost our economy by more than 5 percent, in part because of businesses created, investments made, and technologies invented by immigrants.
This comes on the heel of another report from the independent office that monitors Social Security's finances, which says that this immigration bill would actually strengthen the long-term health and solvency of Social Security for future generations. Because with this bill, millions of additional people will start paying more in taxes for things like Social Security and education. That'll make the economy fairer for middle class families.
So that's what comprehensive immigration reform looks like: stronger enforcement, a smarter legal immigration system, a pathway to earned citizenship, a more vibrant, growing economy that's fairer on the middle class, and a more stable fiscal future for our kids.
Now, the bill isn't perfect. It's a compromise. Nobody is going to get everything they want: not Democrats, not Republicans, not me. But it's consistent with the principles that I and others have laid out for commonsense reform. That's why Republicans and Democrats, CEOs and labor leaders, are saying that now is the time to pass this bill. If you agree with us, reach out to your Senators and Representatives. Tell them that the time for excuses is over; it's time to fix our broken immigration system once and for all.
We can do this, because we are a nation of laws and a nation of immigrants—a place enriched by the contributions of people from all over the world—and stronger for it. That's been the story of America from the start, so let's keep it going.
Thanks, and have a great weekend.
  "
"191","June 15, 2013","Barack Obama","
    Hi, everybody. This Sunday is Father's Day, and so I wanted to take a moment to talk about the most important job many of us will ever have, and that's being a dad.
Today, we're blessed to live in a world where technology allows us to connect instantly with just about anyone on the planet. But no matter how advanced we get, there will never be a substitute for the love and support and, most importantly, the presence of a parent in a child's life. And in many ways, that's uniquely true for fathers.
I never really knew my own father. I was raised by a single mom and two wonderful grandparents who made incredible sacrifices for me. And there are single parents, like my mom, all across the country, who do a heroic job raising terrific kids. But I still wish I had a dad who was not only around, but involved; another role model to teach me what my mom did her best to instill—values like hard work and integrity, responsibility, delayed gratification—all of the things that give a child the foundation to envision a brighter future for themselves.
That's why I try, every day, to be for Michelle and my girls what my father was not for my mother and me. And I've met plenty of other people—dads and uncles and men without a family connection—who are trying to break the cycle and give more of our young people a strong male role model.
Being a good parent—whether you're gay or straight, a foster parent or a grandparent—isn't easy. It demands your constant attention, frequent sacrifice, and of course, a healthy dose of patience. And nobody's perfect. To this day, I'm still trying to figure out how to be a better husband to my wife and a better father to my kids.
And I want to do what I can as President, to encourage strong marriage and strong families. We should reform our child support laws to get more men working and engaged with their children. And my administration will continue to work with the faith and other community organizations, as well as businesses, on a campaign to encourage strong parenting and fatherhood.
Because if there's one thing I've learned along the way, it's that all our personal successes shine a little less brightly if we fail at family. That's what matters most. When I look back on my life, I won't be thinking about any particular legislation I passed or policy I promoted. I'll be thinking about Michelle and the journey we've been on together. I'll be thinking about Sasha's dance recitals and Malia's tennis matches; about the conversations we've had and the quiet moments we've shared. I'll be thinking about whether I did right by them and whether they knew, every day, just how much they were loved.
That's what I think about when I think about fatherhood. And if we can do our best to be a source of comfort and encouragement to our kids, if we can show them unconditional love and help them grow into the people they were meant to be, then we will have succeeded.
So happy Father's Day to all the dads out there, and have a great weekend.
  "
"192","June 08, 2013","Barack Obama","
    Hi, everybody. In the next few days, America will take an important step towards fixing our broken immigration system. The entire United States Senate will begin debating a commonsense immigration reform bill that has bipartisan support.
We define ourselves as a nation of immigrants. The promise we find in those who come from every corner of the globe has always been one of our greatest strengths. It's kept our workforce vibrant and dynamic, it's kept our businesses on the cutting edge, and it's helped build the greatest economic engine the world has ever known. But for years, our out-of-date immigration system has actually harmed our economy and threatened our security.
Now, over the past 4 years, we've taken steps to try to patch up some of the worst cracks in the system. We strengthened security on the southern border by putting more boots on the ground than at any time in our history. And in part by using technology more effectively, today, illegal crossings are near their lowest level in decades. We focused enforcement efforts on criminals who are here illegally—who endanger our communities—and today, we deport more criminals than ever before.
And we took up the cause of ""dreamers,"" the young people who were brought to this country as children. We said that if they're able to meet certain criteria, we'd consider offering them the chance to come out of the shadows so they can continue to work here and study here and contribute to our communities legally.
But if we're going to truly fix a broken system, we need Congress to act in a comprehensive way. And that's why what's happening next week is so important. Now, the bill before the Senate isn't perfect; it's a compromise. Nobody will get everything they want: not Democrats, not Republicans, not me. But it is a bill that's largely consistent with the principles I've repeatedly laid out for commonsense immigration reform.
This bill would continue to strengthen security at our borders, increase criminal penalties against smugglers and traffickers, and hold employers more accountable if they knowingly hire undocumented workers. If enacted, it would represent the most ambitious enforcement plan in recent memory.
This bill would provide a pathway to earned citizenship for the 11 million individuals who are already in this country illegally, a pathway that includes passing a background check, learning English, paying taxes and a penalty, and then going to the back of the line, behind everyone who's playing by the rules and trying to come here legally.
This bill would modernize the legal immigration system so that, alongside training American workers for the jobs of tomorrow, we're also attracting highly skilled entrepreneurs and engineers who will grow our economy, and so that our people don't have to wait years before their loved ones are able to join them in this country that we love.
That's what immigration reform looks like—smarter enforcement, a pathway to earn citizenship, improvements to the legal immigration system. They're all commonsense steps. They've got broad support from Republicans and Democrats, CEOs and labor leaders, law enforcement and clergy. So there is no reason that Congress can't work together to send a bill to my desk by the end of the summer.
We know the opponents of reform are going to do everything they can to prevent that. They'll try to stoke fear and create division. They'll try to play politics with an issue that the vast majority of Americans want addressed. And if they succeed, we will lose this chance to finally fix an immigration system that is badly broken.
So if you agree that now is the time for commonsense reform, reach out to your representatives. Tell them we have to get this done so that everyone is playing by the same rules. Tell them we have the power to do this in a way that lives up to our traditions as a nation of laws and a nation of immigrants.
In the end, that's what this is all about. Men and women who want nothing more than the chance to earn their way into the American story, just like so many of our ancestors did. Throughout our history, that has only made us stronger. And it's how we'll make sure that America's best days always lie ahead.
Thanks, and have a great weekend.
  "
"193","May 18, 2013","Barack Obama","
    Hi, everybody. Over the past few months, I've laid out a series of commonsense ideas to reignite the true engine of our economic growth: a rising, thriving middle class.
The way I see it, there are three areas where we need to focus: one, making America a magnet for good jobs; two, making sure our workers have the education and skills they need to do those jobs; and three, making sure your hard work leads to a decent living.
I've also been visiting cities across the country that are doing some interesting and creative things along these lines. So, on Friday, for example, I stopped by a factory in Baltimore that's creating good jobs here at home by exporting dredging equipment abroad. I read with young kids at a pre-K program, where kids are getting a head start learning the skills they need to succeed in life. And I stopped by a program that's helping folks in tough circumstances, especially low-income dads, get the training and guidance they need to find work and support their families.
That's why I like getting out of the Washington echo chamber whenever I can, because too often our politics aren't focused on the same things you are: working hard, supporting your family and supporting your community, making sure your kids have every chance in life.
More than anything, the American people make me optimistic about where we're headed as a nation, especially after all we've been through during the past several years. And that should encourage us all to work even harder on the issues that matter to you.
In a little over 3 years, our businesses have created more than 6.5 million new jobs. And while our unemployment rate is still too high, it's the lowest it's been since 2008. But now, we need to create even more good, middle class jobs, and we've got to do it faster.
Corporate profits have skyrocketed to an alltime high. But now we need to get middle class wages and incomes rising too.
Our housing market is healing. But we need to do a lot more to help families stay in their homes or to help them refinance to take advantage of historically low rates.
And our deficits, well, they're shrinking at the fastest rate in decades. But now we've got to budget in a smarter way that doesn't hurt middle class families or harm critical investments in our future.
So in a lot of sectors, things are looking up. The American auto industry is thriving. American energy is booming. And American ingenuity in our high-tech sector has the potential to change the way we do almost everything.
In the coming weeks, I'm going to visit more cities like Baltimore and Austin, Texas—where I was 2 weeks ago—places where Americans are coming together to strengthen their own communities and economies and, in the process, making this country better for all of us.
And I'm going to keep on trying to work with both parties in Washington to make progress on your priorities. Because I know that if we come together around creating more jobs, educating more of our kids, and building new ladders of opportunity for everyone who's willing to climb them, we'll all prosper together.
Thanks, and have a great weekend.
  "
"194","April 20, 2013","Barack Obama","
    On Monday, an act of terror wounded dozens and killed three innocent people at the Boston Marathon. But in the days since, the world has witnessed one sure and steadfast truth: Americans refuse to be terrorized.
Ultimately, that's what we'll remember from this week. That's what will remain: the stories of heroism and kindness, resolve and resilience, generosity and love. The brave first responders—police officers and firefighters, EMTs, and National Guard—who ran toward danger to help their fellow citizens. The race volunteers, spectators, and exhausted runners who rushed to help, including troops and veterans who never expected to see such scenes on the streets of America.
The determined doctors and nurses at some of the world's best hospitals, who have toiled day and night to save so many lives. The big-hearted people of Boston—residents, priests, shopkeepers—who carried victims in their arms, delivered water and blankets, lined up to give blood, opened their homes up to total strangers.
And the heroic Federal agents and police officers who worked together throughout the week, often at great risk to themselves, to keep our communities safe. As a country, we are eternally grateful for the profound sacrifices they make in the line of duty, sometimes making the ultimate sacrifice to defend the people they've sworn to protect.
If anyone wants to know who we are, what America is, how we respond to evil and terror, that's it: selflessly, compassionately, and unafraid.
Through the days that would test even the sturdiest of souls, Boston's spirit remains undaunted. America's spirit remains undimmed. Our faith in each other, our love for this country, our common creed that cuts across whatever superficial differences we may have, that's what makes us strong. That's why we endure.
In the days to come, we will remain vigilant as a nation. And I have no doubt the city of Boston and its surrounding communities will continue to respond in the same proud and heroic way that they have thus far, and their fellow Americans will be right there with them every step of the way. May God bless the people of Boston and the United States of America.
  "
"195","May 04, 2013","Barack Obama","
    Hi, everybody. Today I'm speaking to you from the road, a trip to Mexico and Costa Rica. I'm here because Latin America represents an incredible opportunity for the United States, especially when it comes to my top priority as President, which is creating good, middle class jobs.
On Friday, we learned that our businesses created another 176,000 jobs last month. And that's 2.2 million new jobs over the past year and 6.8 million new jobs over the past 38 months. But as I've said before, I won't be satisfied until everyone who wants a job can find one. So I'm going to keep doing everything I can and go everywhere I need to go to help our businesses create jobs.
Now, one of the best ways to grow our economy is to sell more goods and services made in America to the rest of the world. And that includes our neighbors to the south. Right now over 40 percent of our exports go to the Americas. And those exports are growing faster than our trade with the rest of the world. And that's why I visited Latin America this week, to work with leaders to deepen our economic ties and expand trade between our nations.
In Mexico, I also talked about immigration reform because that's an important issue that affects both our countries. The truth is, right now our border with Mexico is more secure than it's been in years. We've put more boots on that border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000. But we've got more to do, not just to secure the border, but to fix an immigration system that is badly broken.
In recent weeks, we've seen a commonsense immigration reform bill introduced in the Senate. This bill is a compromise, which means that nobody got everything they wanted, including me. But it's largely consistent with the principles I've laid out from the beginning.
It would continue to strengthen security at our borders and hold employers more accountable if they knowingly hire undocumented workers. It would provide a pathway to earned citizenship for the 11 million individuals who are already living in this country illegally. And it would modernize our legal immigration system so that we're able to reunite families and attract the highly skilled entrepreneurs and engineers who will help create good paying jobs and grow our economy.
These are all commonsense steps that the majority of Americans support. So there's no reason that immigration reform can't become a reality this year.
In the meantime, I'll keep working with our neighbors on our common security and our common prosperity. Millions of Americans earn a living right now because of the trade between our nations. And after this week, I'm as confident as ever that we can build on our shared heritage and values to open more markets for American businesses and create more jobs for American workers.
Thanks, and have a great weekend.
  "
"196","April 13, 2013","Barack Obama","
    Hi. As you've probably noticed, I'm not the President. I'm just a citizen. And as a citizen, I'm here at the White House today because I want to make a difference and I hope you will join me.
My name is Francine Wheeler. My husband David is with me. We live in Sandy Hook, Connecticut.
David and I have two sons. Our older son Nate, soon to be 10 years old, is a fourth grader at Sandy Hook Elementary School. Our younger son, Ben, age six, was murdered in his first-grade classroom on December 14th, exactly 4 months ago this weekend.
David and I lost our beloved son, but Nate lost his best friend. On what turned out to be the last morning of his life, Ben told me, quite out of the blue, "" I still want to be an architect, Mama, but I also want to be a paleontologist, because that's what Nate is going to be and I want to do everything Nate does.""
Ben's love of fun and his excitement at the wonders of life were unmatched His boundless energy kept him running across the soccer field long after the game was over. He couldn't wait to get to school every morning. He sang with perfect pitch and had just played at his third piano recital. Irrepressibly bright and spirited, Ben experienced life at full tilt.
Until that morning. 20 of our children, and 6 of our educators – gone. Out of the blue.
I've heard people say that the tidal wave of anguish our country felt on 12/14 has receded. But not for us. To us, it feels as if it happened just yesterday. And in the four months since we lost our loved ones, thousands of other Americans have died at the end of a gun. Thousands of other families across the United States are also drowning in our grief.
Please help us do something before our tragedy becomes your tragedy.
Sometimes, I close my eyes and all I can remember is that awful day waiting at the Sandy Hook Volunteer Firehouse for the boy who would never come home – the same firehouse that was home to Ben's Tiger Scout Den 6. But other times, I feel Ben's presence filling me with courage for what I have to do – for him and all the others taken from us so violently and too soon.
We have to convince the Senate to come together and pass commonsense gun responsibility reforms that will make our communities safer and prevent more tragedies like the one we never thought would happen to us.
When I packed for Washington on Monday, it looked like the Senate might not act at all. Then, after the President spoke in Hartford, and a dozen of us met with Senators to share our stories, more than two-thirds of the Senate voted to move forward.
But that's only the start. They haven't yet passed any bills that will help keep guns out of the hands of dangerous people. And a lot of people are fighting to make sure they never do.
Now is the time to act. Please join us. You can talk to your Senator, too. Or visit WhiteHouse.gov to find out how you can join the President and get involved.
Help this be the moment when real change begins. From the bottom of my heart, thank you.
  "
"197","May 25, 2013","Barack Obama","
    Hi, everybody. This week, I've been speaking about America's national security: our past, our present, and our future.
On Thursday, I outlined the future of our fight against terrorism: the threats we face, and the way in which we will meet them. On Friday, I went to Annapolis to celebrate the extraordinary young men and women of the United States Naval Academy's class of 2013, the sailors and marines who will not only lead that fight, but who will lead our country for decades to come. And on Monday, we celebrate Memorial DayMemorial Day. Unofficially, it's the start of summer, a chance for us to spend some extra time with family and friends, at barbecues or on the beach, getting a little fun and relaxation in before heading back to work.
It's also a day on which we set aside some time, on our own or with our families, to honor and remember all the men and women who have given their lives in service to this country we love. They are heroes, each and every one. They gave America the most precious thing they had: ""the last full measure of devotion."" And because they did, we are who we are today: a free and prosperous nation, the greatest in the world.
At a time when only about 1 percent of the American people bear the burden of our defense, the service and sacrifice of our men and women in uniform isn't always readily apparent. And that's partly because our soldiers, sailors, airmen, marines, and coastguardsmen are so skilled at what they do. It's also because those who serve tend to do so quietly. They don't seek the limelight. They don't serve for our admiration or even our gratitude. They risk their lives, and many give their lives, for something larger than themselves or any of us: the ideals of liberty and justice that make America a beacon of hope for the world.
That's been true throughout our history, from our earliest days, when a tiny band of revolutionaries stood up to an empire, to our 9/11 generation, which continues to serve and sacrifice today.
Every time a threat has risen, Americans have risen to meet it. And because of that courage—that willingness to fight and even die—America endures. That is the purpose of Memorial Memorial DayDay: to remember with gratitude the countless men and women who gave their lives so we could know peace and live in freedom.
And we must do more than remember. We must care for the loved ones that our fallen servicemembers have left behind. We must make sure all our veterans have the care and benefits they've earned and the jobs and opportunity they deserve. We must be there for the military families whose loved ones are in harm's way, for they serve as well. And above all, we must make sure that the men and women of our Armed Forces have the support they need to achieve their missions safely at home and abroad.
The young men and women I met at the Naval Academy this week know the meaning of service. They've studied the heroes of our history. They've chosen to follow in their footsteps: to stand their watch, man a ship, lead a platoon. They are doing their part. And each of us must do ours.
So this weekend, as we commemorate Memorial DayMemorial Day, I ask you to hold all our fallen heroes in your hearts. And every day, let's work together to preserve what their sacrifices achieved: to make our country even stronger, even more fair, even more free. That's our mission, it's our obligation, and it is our privilege, as the heirs of those who came before us and as citizens of the United States of America.
Thanks.
  "
