id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
6164,B,81.14,material_5,material_5,8,8,4,9,7,19.497,10.825,19.27,19.043,11.781,18.37,12.948,16.843,17.08,12.472,16.767,15.121,13.789,12.091,813.707,0
6165,B,110.74,material_5,material_5,8,8,5,8,8,16.801,10.996,17.157,17.46,11.258,18.583,12.038,14.659,21.792,11.513,15.209,16.348,14.425,16.737,627.486,0
6166,B,199.22,material_5,material_5,8,8,2,14,4,17.273,10.732,16.641,18.106,,18.767,10.91,15.349,15.99,12.621,14.427,17.373,12.796,17.079,661.928,0
6167,B,101.69,material_5,material_5,8,8,8,4,9,17.712,12.902,15.567,16.708,10.496,20.103,11.185,16.401,18.559,11.921,12.616,17.499,14.593,12.297,582.88,0
6168,B,53.36,material_5,material_5,8,8,1,4,9,16.399,10.632,16.814,17.119,12.62,19.632,9.684,16.749,16.248,10.612,15.331,15.992,15.923,16.801,648.601,1
6169,B,97.64,material_5,material_5,8,8,5,7,10,17.335,12.514,16.783,17.935,10.16,20.351,12.106,14.116,21.322,11.395,15.003,16.968,12.422,16.204,596.81,1
6170,B,64.23,material_5,material_5,8,8,15,21,9,16.294,10.794,18.287,15.642,10.758,19.55,10.65,14.063,20.158,13.078,16.196,17.227,15.634,15.06,567.281,1
6171,B,156.7,material_5,material_5,8,8,4,7,4,17.366,11.31,,18.237,12.382,17.757,12.579,16.434,17.972,12.094,15.819,16.353,15.171,16.062,736.236,0
6172,B,107.83,material_5,material_5,8,8,1,12,10,16.627,11.21,17.797,17.562,10.127,19.463,10.594,13.857,,12.362,16.039,16.835,15.5,15.839,517.768,0
6173,B,90.0,material_5,material_5,8,8,7,6,8,18.839,11.957,17.87,17.352,12.355,,9.708,15.161,18.546,11.191,13.909,15.164,13.696,13.65,766.014,0
6174,B,153.91,material_5,material_5,8,8,3,9,15,18.43,10.689,15.318,,11.579,18.493,12.242,17.511,17.672,13.394,17.672,16.569,17.136,14.109,612.272,0
6175,B,135.03,material_5,material_5,8,8,7,3,12,17.388,10.448,16.633,17.98,11.351,20.123,10.697,15.772,20.081,14.318,15.539,17.887,17.383,18.225,567.303,1
6176,B,132.41,material_5,material_5,8,8,7,4,10,18.731,10.433,16.857,17.102,12.115,19.006,11.736,14.035,,12.2,17.18,14.722,16.623,17.901,694.361,0
6177,B,78.81,material_5,material_5,8,8,7,4,3,17.245,12.347,16.813,17.657,12.488,19.846,11.761,14.275,21.494,12.041,16.223,16.21,13.04,18.04,783.566,0
6178,B,87.72,material_5,material_5,8,8,4,10,4,18.242,12.579,15.78,17.924,13.148,17.724,10.363,19.002,21.516,11.763,14.684,16.579,14.826,17.295,797.049,0
6179,B,201.6,material_5,material_5,8,8,5,1,14,18.305,12.196,17.511,17.922,11.642,18.286,,15.854,17.598,11.832,17.705,16.395,14.325,19.01,738.352,1
6180,B,88.3,material_5,material_5,8,8,7,13,7,16.483,10.681,16.685,17.654,13.125,18.347,10.422,15.8,20.773,10.243,15.259,,12.715,19.667,711.018,0
6181,B,148.99,material_5,material_5,8,8,3,5,8,17.514,10.977,16.019,18.439,13.934,18.959,11.38,,19.159,11.199,13.296,15.554,15.848,14.432,816.329,0
6182,B,62.97,material_5,material_5,8,8,1,6,11,17.549,11.393,19.282,16.309,12.25,19.773,10.345,20.513,20.343,9.703,12.505,13.253,15.645,13.516,774.37,0
6183,B,159.22,material_5,material_5,8,8,8,7,7,17.481,10.778,17.397,16.814,11.014,18.924,10.571,16.969,18.951,11.049,15.608,15.238,16.014,16.052,577.68,0
6184,B,160.12,material_5,material_5,8,8,7,0,7,18.976,12.208,18.928,16.83,13.212,19.809,11.836,15.475,19.48,11.407,12.157,16.436,12.513,17.978,948.794,0
6185,B,148.89,material_5,material_5,8,8,0,16,6,17.908,12.102,17.097,17.06,12.217,20.118,,18.115,19.699,11.907,18.423,15.343,15.395,18.654,757.678,0
6186,B,126.75,material_5,material_5,8,8,3,8,8,17.972,11.449,15.031,16.382,10.806,18.778,11.922,15.965,19.162,10.597,15.221,14.795,17.713,17.975,551.114,0
6187,B,87.25,material_5,material_5,8,8,3,7,5,17.092,11.689,16.892,17.585,12.429,17.341,10.253,16.067,16.882,13.67,14.237,15.449,15.923,16.427,708.526,0
6188,B,93.95,material_5,material_5,8,8,4,12,8,17.071,12.575,16.836,17.137,12.537,,11.842,15.922,17.678,12.939,14.265,16.949,13.808,19.579,797.107,0
6189,B,129.02,material_5,material_5,8,8,2,6,10,17.363,10.444,15.711,18.243,12.958,18.855,13.291,16.949,16.447,11.37,,15.565,16.411,14.109,744.393,1
6190,B,143.36,material_5,material_5,8,8,3,7,5,18.188,11.517,16.817,18.404,12.593,17.797,10.8,18.966,20.46,13.25,14.528,15.523,14.3,15.436,747.994,1
6191,B,62.33,material_5,material_5,8,8,4,7,5,18.409,11.413,16.97,18.041,11.388,19.086,10.824,18.464,18.317,11.789,18.768,16.171,15.172,17.77,647.117,0
6192,B,184.71,material_5,material_5,8,8,2,6,12,17.876,12.19,15.887,15.076,11.018,17.918,11.512,14.279,19.7,11.847,17.05,15.056,16.299,16.978,620.445,0
6193,B,151.54,material_5,material_5,8,8,4,20,6,17.203,11.588,16.867,18.153,11.78,20.363,10.999,18.2,18.665,10.844,16.942,15.567,18.648,14.919,668.604,0
6194,B,175.0,material_5,material_5,8,8,6,14,8,18.116,10.732,17.656,19.17,10.583,18.383,11.761,15.543,19.927,13.435,17.896,16.994,15.969,,590.866,0
6195,B,162.28,material_5,material_5,8,8,3,14,8,17.08,12.265,17.713,16.541,11.672,19.189,,16.542,22.675,13.148,15.442,15.559,15.227,18.03,759.364,0
6196,B,139.97,material_5,material_5,8,8,4,7,5,18.529,12.821,18.078,17.782,12.148,18.313,10.535,14.373,18.576,9.685,15.615,16.532,16.183,15.234,810.663,0
6197,B,94.09,material_5,material_5,8,8,3,4,13,17.655,,15.496,15.593,11.944,19.666,10.037,16.42,19.899,11.938,13.716,16.676,14.794,14.731,580.122,0
6198,B,92.1,material_5,material_5,8,8,5,4,4,17.302,12.617,17.703,16.949,11.133,19.607,11.542,13.92,20.738,11.588,16.979,16.626,16.071,16.16,,0
6199,B,85.17,material_5,material_5,8,8,7,7,6,17.112,10.916,17.839,18.454,11.4,20.183,11.159,14.988,19.821,,15.401,15.395,15.681,16.525,641.595,0
6200,B,109.68,material_5,material_5,8,8,5,8,8,17.566,14.679,16.704,17.21,11.927,17.961,11.123,16.978,17.08,,16.854,15.624,13.936,16.045,822.13,0
6201,B,99.89,material_5,material_5,8,8,7,11,6,18.26,12.167,15.975,17.31,12.191,18.961,10.481,17.277,19.085,12.832,16.97,15.26,16.263,,705.087,0
6202,B,163.66,material_5,material_5,8,8,8,7,12,17.237,12.373,,18.612,12.293,18.335,9.85,16.761,16.956,12.775,16.208,14.887,17.078,,758.868,0
6203,B,173.69,material_5,material_5,8,8,4,7,6,18.323,12.252,17.901,16.385,12.796,21.443,12.996,17.823,19.894,,14.532,15.842,15.842,16.125,897.197,1
6204,B,182.53,material_5,material_5,8,8,5,13,5,19.186,13.475,15.839,17.403,11.237,17.703,10.521,15.345,15.355,,14.036,16.587,16.503,17.768,693.564,0
6205,B,94.87,material_5,material_5,8,8,8,9,9,16.462,11.222,18.179,18.465,11.621,20.106,11.63,15.808,,11.937,13.526,16.035,12.621,18.697,687.636,0
6206,B,,material_5,material_5,8,8,16,5,3,16.987,12.881,16.294,15.918,12.265,18.889,12.346,13.976,21.253,11.826,16.683,16.597,17.039,16.605,780.902,0
6207,B,99.7,material_5,material_5,8,8,3,3,12,17.312,12.165,16.809,17.175,11.505,19.277,12.067,14.506,19.449,13.211,18.103,16.409,14.528,17.261,698.24,0
6208,B,107.13,material_5,material_5,8,8,6,4,8,17.179,11.48,17.011,16.79,12.716,19.638,12.148,17.006,18.462,10.964,16.207,15.812,16.48,17.525,780.947,1
6209,B,106.81,material_5,material_5,8,8,10,9,19,17.697,11.4,18.297,17.679,,17.323,10.767,16.64,19.041,11.338,16.174,16.773,16.317,16.512,773.598,0
6210,B,186.33,material_5,material_5,8,8,8,7,2,17.861,11.687,17.064,17.985,10.619,19.428,12.078,18.193,20.524,12.978,15.763,15.844,,15.502,619.314,0
6211,B,107.04,material_5,material_5,8,8,9,14,5,17.142,11.501,17.203,17.787,13.311,19.168,11.313,19.364,20.94,,14.821,16.631,12.631,14.934,816.974,0
6212,B,223.4,material_5,material_5,8,8,5,8,10,16.882,12.05,17.624,18.239,11.363,,11.104,15.211,17.647,11.671,16.798,16.11,13.927,17.796,676.055,0
6213,B,213.6,material_5,material_5,8,8,4,7,11,17.542,11.709,18.824,17.212,12.6,17.739,11.034,15.492,17.061,13.226,15.004,,13.317,17.051,821.816,0
6214,B,79.91,material_5,material_5,8,8,2,5,8,16.348,13.17,17.52,18.383,11.168,18.171,11.862,16.934,16.495,11.823,15.818,14.843,15.719,16.094,715.619,0
6215,B,74.58,material_5,material_5,8,8,3,9,10,19.486,11.785,17.901,16.033,12.539,19.019,,17.726,20.014,11.08,16.398,17.076,15.695,18.688,866.876,0
6216,B,148.21,material_5,material_5,8,8,14,1,7,18.428,12.679,15.675,18.672,12.577,20.021,10.376,16.943,,12.458,18.488,14.097,14.904,14.815,,1
6217,B,93.85,material_5,material_5,8,8,0,11,7,17.48,11.299,16.771,17.896,11.724,17.619,10.279,,20.407,12.307,16.123,16.619,15.749,17.256,634.01,0
6218,B,136.85,material_5,material_5,8,8,5,4,8,16.935,11.494,18.682,17.721,10.278,19.322,11.472,15.895,19.923,11.901,17.198,17.17,15.567,18.913,604.037,0
6219,B,176.5,material_5,material_5,8,8,1,5,2,18.198,13.224,17.208,17.074,12.778,18.307,12.02,15.03,19.751,12.186,,15.982,,18.977,886.331,0
6220,B,133.5,material_5,material_5,8,8,11,9,8,17.851,13.29,16.931,17.724,11.052,19.968,12.953,16.663,20.831,12.986,15.642,15.576,12.273,16.006,745.891,0
6221,B,64.55,material_5,material_5,8,8,5,8,5,18.292,14.711,17.284,15.58,10.591,18.836,12.705,14.792,,10.755,15.85,16.059,13.532,,784.739,0
6222,B,136.25,material_5,material_5,8,8,4,10,6,16.884,11.047,18.695,18.714,11.125,18.101,11.578,,22.474,11.637,16.141,17.094,14.698,20.027,660.104,0
6223,B,144.41,material_5,material_5,8,8,3,6,5,17.949,10.423,17.309,17.085,13.217,19.117,,15.7,20.87,11.993,14.693,16.145,13.31,17.936,786.04,0
6224,B,87.95,material_5,material_5,8,8,3,11,7,17.011,11.855,16.381,17.793,11.941,18.594,10.248,15.919,20.885,11.153,16.735,15.094,16.535,18.122,653.516,0
6225,B,105.92,material_5,material_5,8,8,5,9,5,17.221,12.617,16.694,18.336,13.262,20.58,12.943,13.224,23.86,12.244,13.697,15.67,11.359,16.12,889.982,0
6226,B,139.3,material_5,material_5,8,8,4,3,6,19.246,11.959,17.127,17.314,11.779,20.352,11.407,18.283,19.934,11.615,16.793,17.732,16.981,15.017,743.673,0
6227,B,245.9,material_5,material_5,8,8,1,10,6,17.336,12.158,16.514,17.099,11.487,19.449,11.904,18.817,18.471,12.045,16.822,14.322,14.644,16.109,,1
6228,B,93.96,material_5,material_5,8,8,2,13,9,16.892,12.848,16.568,18.032,11.963,20.146,,16.875,19.471,10.534,16.808,15.84,17.203,19.022,716.839,0
6229,B,108.0,material_5,material_5,8,8,9,10,5,18.747,12.62,16.602,16.145,12.65,18.342,10.323,14.331,20.13,11.843,12.019,17.352,15.81,14.185,792.291,0
6230,B,114.13,material_5,material_5,8,8,3,7,5,18.05,11.342,16.534,15.67,10.525,21.023,10.699,15.022,19.734,11.684,16.394,15.321,15.966,17.037,544.238,0
6231,B,84.18,material_5,material_5,8,8,5,5,11,18.041,12.67,16.655,16.279,10.851,,12.348,15.529,20.049,11.619,16.916,,14.676,17.634,680.618,0
6232,B,102.84,material_5,material_5,8,8,5,5,3,17.691,10.931,17.007,18.04,12.576,19.179,10.867,17.379,17.821,12.993,16.919,17.274,15.963,17.233,720.284,0
6233,B,92.04,material_5,material_5,8,8,2,2,7,18.785,11.498,16.706,16.224,10.521,19.423,10.594,15.503,,11.522,13.443,14.966,15.532,14.478,567.702,0
6234,B,104.46,material_5,material_5,8,8,3,9,8,18.825,12.19,16.743,17.098,10.629,18.794,12.514,19.914,21.254,11.67,16.032,16.811,13.585,17.161,660.569,0
6235,B,112.21,material_5,material_5,8,8,4,9,4,17.704,13.305,16.907,17.16,10.495,18.889,11.244,14.172,21.265,12.82,17.323,16.012,16.142,16.069,650.471,0
6236,B,108.63,material_5,material_5,8,8,10,8,11,17.654,12.979,17.496,18.2,11.382,22.095,10.331,17.284,20.043,10.545,12.792,15.924,15.207,13.914,708.021,0
6237,B,100.59,material_5,material_5,8,8,3,6,4,18.164,11.132,15.888,17.844,11.575,18.075,12.151,19.081,20.74,11.198,13.947,,14.753,15.137,644.045,1
6238,B,114.87,material_5,material_5,8,8,7,6,9,17.936,13.071,18.399,17.94,12.028,18.706,11.578,14.81,21.169,13.004,16.416,15.437,16.312,16.47,839.285,0
6239,B,116.79,material_5,material_5,8,8,8,17,11,16.664,10.683,17.456,18.089,11.274,17.834,11.426,18.661,17.207,13.264,13.007,16.878,17.02,13.139,606.144,0
6240,B,149.35,material_5,material_5,8,8,4,7,9,17.251,12.135,17.814,17.546,9.995,18.967,10.628,16.508,17.659,12.24,17.083,15.306,16.636,14.639,561.58,0
6241,B,120.46,material_5,material_5,8,8,8,17,6,19.267,11.373,18.825,,11.491,18.079,,16.845,17.257,13.278,15.141,17.55,16.469,17.686,722.41,0
6242,B,240.12,material_5,material_5,8,8,8,11,9,18.006,12.608,15.744,17.138,13.061,20.218,11.695,14.836,20.471,10.909,16.636,15.227,17.342,17.137,820.528,0
6243,B,57.18,material_5,material_5,8,8,7,16,8,19.157,11.114,16.042,17.212,13.644,18.184,10.458,19.755,20.962,12.798,,15.896,13.221,15.509,803.486,0
6244,B,91.39,material_5,material_5,8,8,6,7,12,18.742,12.236,16.884,17.357,9.912,19.942,12.616,17.893,20.982,11.446,15.329,17.425,14.128,17.32,606.141,0
6245,B,121.83,material_5,material_5,8,8,8,10,16,16.048,11.721,16.728,17.303,12.036,18.458,11.633,16.049,19.004,13.786,15.065,16.384,,15.736,687.201,0
6246,B,156.77,material_5,material_5,8,8,11,11,8,16.704,11.542,16.635,18.868,11.261,18.167,10.608,15.341,25.64,12.482,,16.337,14.76,17.225,593.333,0
6247,B,96.38,material_5,material_5,8,8,11,3,5,17.736,13.143,18.019,17.974,10.547,18.901,11.137,17.201,,13.165,13.514,15.282,16.457,14.028,,0
6248,B,122.04,material_5,material_5,8,8,11,14,7,17.996,13.931,17.463,17.525,11.087,20.283,13.296,14.949,18.692,12.014,16.373,18.039,14.664,17.031,808.549,0
6249,B,91.85,material_5,material_5,8,8,6,5,7,19.756,9.885,18.218,17.282,,18.714,,17.615,18.315,11.805,15.084,15.763,15.806,15.73,619.736,0
6250,B,151.34,material_5,material_5,8,8,10,12,5,18.627,11.078,15.602,17.95,12.338,18.324,13.618,15.908,18.185,13.497,16.441,18.045,14.658,18.025,747.725,1
6251,B,177.21,material_5,material_5,8,8,2,12,17,17.241,11.75,17.93,16.772,10.022,19.997,11.996,15.441,20.751,10.475,15.532,16.716,14.782,,586.384,1
6252,B,176.15,material_5,material_5,8,8,9,8,5,16.802,12.895,18.432,17.092,10.735,18.968,11.685,16.945,17.036,10.96,16.414,14.122,17.454,18.234,,0
6253,B,80.46,material_5,material_5,8,8,3,7,7,17.81,11.743,16.846,17.156,11.307,19.979,11.734,16.564,,,15.599,15.896,15.368,15.735,664.08,0
6254,B,92.52,material_5,material_5,8,8,6,11,5,20.059,9.467,17.22,18.757,12.701,18.284,12.529,15.17,17.283,11.825,16.092,15.26,13.249,17.099,760.827,1
6255,B,148.86,material_5,material_5,8,8,16,8,8,19.298,12.74,16.619,17.948,11.655,20.038,11.607,15.704,17.73,12.405,20.347,16.418,13.974,,754.871,0
6256,B,112.67,material_5,material_5,8,8,4,5,8,18.144,12.403,16.078,17.271,14.464,19.721,,15.168,18.485,12.042,14.973,16.294,14.924,17.063,964.574,0
6257,B,108.53,material_5,material_5,8,8,6,6,6,,12.108,16.775,18.625,12.343,18.394,11.47,13.536,18.942,11.953,17.853,16.403,17.286,17.134,,0
6258,B,163.72,material_5,material_5,8,8,1,13,12,16.471,11.737,17.925,17.875,11.519,17.737,9.919,18.049,18.274,13.506,17.482,16.056,15.573,,647.188,1
6259,B,92.72,material_5,material_5,8,8,7,6,11,17.58,10.288,17.884,17.898,11.778,18.946,9.834,15.074,20.305,11.642,,,16.487,15.905,621.705,1
6260,B,94.11,material_5,material_5,8,8,14,8,6,17.021,11.338,17.419,16.623,11.115,18.303,10.706,13.358,19.887,12.883,14.292,14.883,,14.877,607.318,0
6261,B,166.61,material_5,material_5,8,8,15,18,6,16.161,9.908,16.35,17.602,11.214,19.28,10.215,17.854,17.819,13.684,18.588,17.05,15.328,15.834,486.01,0
6262,B,90.9,material_5,material_5,8,8,5,5,9,17.779,12.571,17.814,17.072,11.657,18.823,11.48,14.68,18.108,9.103,16.243,14.887,14.299,17.003,757.11,0
6263,B,132.76,material_5,material_5,8,8,9,7,6,17.152,11.062,17.633,17.234,13.869,18.794,13.466,20.054,20.401,11.02,16.535,18.107,13.384,17.042,919.754,1
6264,B,99.79,material_5,material_5,8,8,12,17,8,19.18,10.061,17.499,18.385,12.075,19.698,11.447,17.47,15.58,11.617,18.194,14.513,14.601,,697.268,0
6265,B,131.92,material_5,material_5,8,8,7,8,4,17.395,11.499,16.277,17.661,11.116,19.779,12.076,17.137,18.594,12.713,16.324,15.836,15.253,,618.497,1
6266,B,140.07,material_5,material_5,8,8,2,7,8,16.082,12.824,16.188,16.938,12.762,19.276,,14.408,21.059,12.077,14.526,15.317,14.852,15.848,734.733,0
6267,B,63.27,material_5,material_5,8,8,7,8,4,17.909,13.075,16.384,18.085,12.345,19.33,11.464,15.977,17.117,11.709,16.857,17.62,16.71,15.062,792.431,0
6268,B,106.97,material_5,material_5,8,8,5,10,8,17.095,12.173,17.348,16.17,11.598,18.887,11.467,18.175,17.096,11.843,16.708,15.118,15.885,15.406,706.063,0
6269,B,125.78,material_5,material_5,8,8,7,7,10,18.863,11.134,16.226,19.033,12.303,18.252,11.786,14.647,20.895,12.038,15.447,17.546,13.375,16.876,723.674,1
6270,B,68.48,material_5,material_5,8,8,13,2,4,17.78,11.117,16.594,16.057,9.521,19.082,11.345,15.682,19.027,11.721,17.253,15.477,14.738,17.902,460.879,0
6271,B,108.45,material_5,material_5,8,8,7,8,9,17.418,8.854,17.464,18.464,11.592,16.311,13.227,15.353,16.295,11.782,16.056,16.264,15.732,15.785,616.358,0
6272,B,100.6,material_5,material_5,8,8,6,7,8,19.409,11.968,17.834,17.548,12.026,19.348,12.459,16.905,16.194,11.672,,16.405,13.491,16.324,821.135,1
6273,B,158.06,material_5,material_5,8,8,4,4,3,17.504,11.297,17.384,16.697,13.002,18.581,12.132,15.403,21.538,12.484,13.724,15.575,17.372,13.78,816.304,0
6274,B,81.6,material_5,material_5,8,8,16,12,8,15.699,13.604,18.838,18.148,12.322,19.742,9.558,14.386,17.003,,15.657,16.081,13.352,16.509,808.193,1
6275,B,115.7,material_5,material_5,8,8,12,16,6,18.064,12.486,16.92,15.966,11.764,19.326,10.195,,18.949,12.122,15.875,,15.45,15.248,703.763,0
6276,B,128.0,material_5,material_5,8,8,2,9,7,16.79,11.693,17.336,17.623,12.431,17.203,11.412,15.535,17.552,14.616,,14.843,13.917,,750.505,1
6277,B,122.73,material_5,material_5,8,8,2,6,8,,11.041,17.188,19.149,12.55,19.605,11.617,18.1,16.318,11.228,18.144,16.855,15.125,16.147,765.357,1
6278,B,113.63,material_5,material_5,8,8,4,10,6,18.602,10.287,17.501,16.693,12.058,18.67,11.027,15.928,21.047,12.768,13.923,16.131,,14.784,683.846,0
6279,B,77.38,material_5,material_5,8,8,4,5,5,16.229,12.015,15.846,18.281,12.277,20.832,10.823,16.138,19.42,13.718,15.508,17.032,16.688,17.091,672.418,1
6280,B,104.4,material_5,material_5,8,8,5,7,7,17.371,11.362,18.133,16.324,8.632,19.366,11.875,13.468,19.884,12.906,14.478,17.217,13.749,14.196,453.359,0
6281,B,113.43,material_5,material_5,8,8,8,0,9,19.064,12.809,16.79,17.186,9.74,19.152,11.213,14.529,20.912,11.661,17.226,16.632,15.962,16.656,582.327,1
6282,B,88.66,material_5,material_5,8,8,4,5,9,20.329,11.422,17.246,18.328,11.534,17.778,11.384,16.084,18.845,11.702,16.269,16.348,16.373,14.87,720.921,1
6283,B,123.31,material_5,material_5,8,8,10,7,4,19.277,11.737,17.263,17.001,9.847,18.579,10.893,14.621,17.687,12.472,12.249,16.468,13.375,17.511,555.222,0
6284,B,131.15,material_5,material_5,8,8,2,9,17,17.302,10.372,16.607,19.003,10.784,18.845,11.074,16.36,19.616,11.778,15.524,15.905,19.178,15.098,522.776,0
6285,B,65.28,material_5,material_5,8,8,6,0,9,16.125,9.252,16.487,15.573,12.431,17.722,11.562,14.836,20.642,11.925,,16.61,16.688,17.182,604.077,0
6286,B,125.71,material_5,material_5,8,8,2,13,8,17.456,12.65,17.215,18.296,12.561,19.903,12.225,18.822,21.184,10.736,13.599,16.73,14.592,14.953,833.614,0
6287,B,134.43,material_5,material_5,8,8,2,6,9,18.24,12.081,17.42,17.761,,16.014,11.959,15.422,19.95,,13.947,16.003,,17.444,,0
6288,B,88.37,material_5,material_5,8,8,7,9,4,18.117,13.229,14.587,16.307,12.028,20.406,11.346,14.858,17.374,11.828,16.103,16.53,17.25,14.692,709.238,0
6289,B,96.15,material_5,material_5,8,8,7,8,6,17.359,12.915,17.656,17.633,11.936,19.788,14.149,16.267,18.404,12.107,14.659,15.914,16.438,16.42,,0
6290,B,293.96,material_5,material_5,8,8,2,10,9,17.443,13.467,17.659,16.652,9.927,19.12,9.861,16.497,,12.287,14.6,17.293,16.31,17.22,591.561,1
6291,B,135.31,material_5,material_5,8,8,6,15,12,18.336,12.035,17.066,18.094,13.998,18.149,11.942,13.732,20.321,12.867,15.366,15.71,15.939,15.508,935.645,0
6292,B,105.11,material_5,material_5,8,8,7,4,8,17.693,13.378,16.682,18.786,10.54,21.296,12.675,15.397,19.6,13.813,17.378,16.925,14.479,17.139,687.641,0
6293,B,93.84,material_5,material_5,8,8,7,6,5,16.54,11.735,17.435,16.521,9.692,19.176,11.05,17.059,19.879,13.386,15.239,13.689,17.651,15.603,501.174,0
6294,B,167.86,material_5,material_5,8,8,1,6,16,,13.183,,18.826,10.971,19.107,10.51,14.343,19.026,11.638,16.765,18.233,14.846,16.88,701.398,1
6295,B,114.53,material_5,material_5,8,8,7,4,10,18.366,13.719,15.803,18.009,11.061,19.136,10.069,14.533,21.087,11.777,17.069,16.047,16.017,,659.31,0
6296,B,133.88,material_5,material_5,8,8,7,6,6,19.373,12.388,16.135,16.267,10.919,18.121,12.36,15.84,16.16,13.414,17.582,16.282,13.211,19.225,680.417,0
6297,B,165.68,material_5,material_5,8,8,4,10,10,18.039,9.56,15.299,16.656,11.747,18.546,,16.232,20.367,9.663,14.29,15.733,,18.935,553.847,1
6298,B,116.53,material_5,material_5,8,8,3,9,7,18.041,11.901,18.306,16.366,12.626,20.568,12.719,17.756,18.519,11.141,17.292,14.711,16.6,18.603,868.971,1
6299,B,124.39,material_5,material_5,8,8,8,5,8,19.04,11.426,17.85,17.2,11.503,18.127,12.245,16.379,17.827,12.17,14.368,17.372,16.477,18.182,738.882,0
6300,B,103.84,material_5,material_5,8,8,9,14,5,18.638,14.64,18.003,18.316,11.563,18.944,,17.223,16.974,12.359,16.767,17.929,15.609,15.826,815.705,0
6301,B,110.59,material_5,material_5,8,8,3,6,10,16.972,10.979,16.815,16.268,10.857,17.949,9.693,16.343,21.697,11.468,,17.67,11.874,17.261,519.791,0
6302,B,97.58,material_5,material_5,8,8,6,10,10,16.01,10.254,18.796,16.907,11.408,19.946,12.907,17.064,17.882,12.176,17.043,13.589,18.13,19.561,673.553,0
6303,B,146.14,material_5,material_5,8,8,3,10,8,16.884,8.787,16.375,16.688,11.857,20.77,11.127,14.431,,12.863,15.507,13.411,13.475,16.29,531.865,0
6304,B,81.54,material_5,material_5,8,8,6,9,6,18.012,10.001,16.987,,12.239,,10.191,13.826,16.375,12.006,14.065,15.78,12.209,16.731,635.82,0
6305,B,252.24,material_5,material_5,8,8,3,12,3,17.346,12.155,19.338,16.047,10.513,20.734,11.311,13.872,15.189,,14.803,16.141,15.227,14.475,680.58,0
6306,B,147.14,material_5,material_5,8,8,6,13,3,20.612,10.644,17.379,15.028,10.781,20.448,10.729,17.371,17.235,11.722,16.733,17.804,16.789,17.841,613.271,1
6307,B,109.96,material_5,material_5,8,8,4,4,2,16.782,10.054,17.041,16.273,13.372,18.85,12.147,19.996,21.113,13.901,16.329,15.589,13.415,17.416,,0
6308,B,139.5,material_5,material_5,8,8,1,10,9,19.78,12.053,15.969,19.553,,18.514,11.512,14.95,21.972,13.803,14.974,16.167,14.802,17.131,717.133,1
6309,B,122.0,material_5,material_5,8,8,2,13,10,17.559,12.745,17.791,18.039,11.013,19.596,9.987,17.599,20.718,12.184,18.269,16.093,16.666,19.394,664.209,0
6310,B,138.89,material_5,material_5,8,8,4,0,10,17.439,11.286,17.806,18.785,12.307,20.062,10.258,14.566,21.164,12.218,14.685,,16.688,14.781,719.055,1
6311,B,108.48,material_5,material_5,8,8,3,7,5,19.013,12.526,17.351,17.937,11.053,20.226,11.048,16.453,16.512,11.408,,16.277,17.232,14.354,698.814,0
6312,B,96.06,material_5,material_5,8,8,16,8,5,17.417,11.135,16.265,15.671,11.247,18.396,9.296,15.991,20.941,12.422,15.843,16.847,,18.38,,0
6313,B,109.82,material_5,material_5,8,8,10,19,3,19.103,11.541,17.134,18.368,10.161,17.893,10.041,17.311,18.027,11.871,17.233,15.453,15.851,17.361,544.565,0
6314,B,160.96,material_5,material_5,8,8,1,9,9,16.486,12.027,17.542,16.309,13.398,18.306,10.778,14.07,20.168,11.667,16.349,15.238,12.604,17.044,,1
6315,B,61.06,material_5,material_5,8,8,4,8,1,17.896,11.163,17.383,16.445,12.926,20.664,12.708,14.905,20.834,10.603,14.623,16.606,11.944,17.984,826.434,0
6316,B,135.98,material_5,material_5,8,8,9,21,5,15.788,13.188,16.229,17.277,11.028,19.16,10.612,14.22,19.566,12.037,16.71,16.018,15.812,17.026,,0
6317,B,116.35,material_5,material_5,8,8,9,10,9,18.269,10.744,16.932,17.951,11.86,18.679,10.244,16.971,,11.64,14.979,16.257,14.334,15.32,639.876,0
6318,B,124.37,material_5,material_5,8,8,1,10,9,17.544,13.79,17.939,16.025,11.545,20.366,12.569,,17.991,12.226,16.769,15.702,16.116,14.998,832.494,0
6319,B,94.11,material_5,material_5,8,8,4,14,5,16.761,11.408,15.895,19.676,10.118,18.195,10.019,18.142,21.239,10.715,15.065,15.739,16.017,15.859,447.254,0
6320,B,159.15,material_5,material_5,8,8,11,15,12,17.93,13.069,18.423,15.554,13.567,19.531,12.355,14.301,18.854,12.176,15.757,14.063,14.744,,995.101,1
6321,B,89.33,material_5,material_5,8,8,5,5,16,18.887,11.778,18.51,16.729,12.813,18.23,12.499,15.944,15.862,11.826,16.547,16.85,12.693,18.837,895.612,0
6322,B,139.79,material_5,material_5,8,8,4,10,5,18.521,11.029,16.245,16.081,11.985,17.683,11.358,16.732,18.498,12.514,17.463,15.114,16.099,14.207,674.089,0
