"","GenderSelect","Country","Age","CurrentJobTitleSelect","MLToolNextYearSelect","LanguageRecommendationSelect","FormalEducation","FirstTrainingSelect","EmployerIndustry","JobSatisfaction","CompensationAmount","CompensationCurrency","Exchange"
"1296","Male","United States","38","Data Scientist","Julia","Python","Doctoral degree","Self-taught","Retail","10 - Highly Satisfied",168000,"USD",NA
"1297","Male","United States","28","Researcher","Microsoft Azure Machine Learning","Python","Master's degree","Self-taught","Government","4",120000,"USD",NA
"1298","Male","Canada","22","Researcher","IBM Watson / Waton Analytics","R","Bachelor's degree","Self-taught","Insurance","8",60000,"CAD",NA
"1299","Male","Brazil","33","Scientist/Researcher","Python","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","1 - Highly Dissatisfied",117000,"BRL",NA
"1300","Female","United States","33","Programmer","Other","Haskell","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Military/Security","1 - Highly Dissatisfied",40000,"USD",NA
"1301","Male","Spain","32","Other","Cloudera","Python","Some college/university study without earning a bachelor's degree","Work","Internet-based","7",60000,"EUR",NA
"1302","Male","United States","42","Other","Jupyter notebooks","Python","Doctoral degree","University courses","Government","6",125000,"USD",NA
"1303","Male","People 's Republic of China","27","Programmer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Insurance","3",100000,"CNY",NA
"1304","Male","Russia","28","Scientist/Researcher","Other","Python","Doctoral degree","University courses","Academic","7",2000000,"RUB",NA
"1305","Male","United States","33","Other","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","1 - Highly Dissatisfied",73000,"USD",NA
"1306","Male","United States","61","Predictive Modeler","R","SAS","Master's degree","Self-taught","CRM/Marketing","8",140000,"USD",NA
"1307","Male","United Kingdom","36","Data Scientist","TensorFlow","Python","Bachelor's degree","Work","Internet-based","8",75000,"GBP",NA
"1308","Male","United Kingdom","30","Researcher","Jupyter notebooks","Python","Master's degree","Self-taught","Other","7",38500,"GBP",NA
"1309","Male","Canada","57","Data Scientist","Spark / MLlib","R","Doctoral degree","University courses","Mix of fields","9",240000,"CAD",NA
"1310","Male","South Korea","26","Statistician","Python","Python","Doctoral degree","University courses","Hospitality/Entertainment/Sports","8",30000000,"KRW",NA
"1311","Male","Turkey","29","Software Developer/Software Engineer","Other","R","Doctoral degree","University courses","Technology","6",65000,"USD",NA
"1312","Male","Argentina","39","Machine Learning Engineer","Amazon Machine Learning","R","Professional degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","4",1000000,"ARS",NA
"1313","Male","United States","34","Data Analyst","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Insurance","4",74000,"USD",NA
"1314","Male","United States","28","Scientist/Researcher","Python","R","Bachelor's degree","Self-taught","Academic","8",29000,"USD",NA
"1315","Male","United States","35","Statistician","Julia","Python","Master's degree","University courses","Pharmaceutical","10 - Highly Satisfied",132000,"USD",NA
"1316","Female","United States","31","Data Scientist","TensorFlow","R","Doctoral degree","University courses","Academic","9",200000,"USD",NA
"1317","Male","United Kingdom","31","Researcher","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Financial","5",60000,"GBP",NA
"1318","Female","Italy","26","Scientist/Researcher","Python","Python","Doctoral degree","Self-taught","Academic","7",20000,"GBP",NA
"1319","Male","United States","38","Scientist/Researcher","Google Cloud Compute","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","9",102500,"USD",NA
"1320","Male","United States","33","Data Analyst","TensorFlow","Python","Master's degree","University courses","Financial","8",83000,"USD",NA
"1321","Male","United States","34","Software Developer/Software Engineer","Julia","Matlab","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",110000,"USD",NA
"1322","Male","United States","47","Data Analyst","Amazon Web services","Python","Master's degree","Self-taught","Government","1 - Highly Dissatisfied",175000,"USD",NA
"1323","Male","United Kingdom","31","Data Analyst","TensorFlow","Python","Master's degree","University courses","Technology","7",32000,"GBP",NA
"1324","Male","Canada","45","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","7",115000,"CAD",NA
"1325","Male","United States","23","Data Scientist","Python","R","Master's degree","University courses","Other","10 - Highly Satisfied",60000,"USD",NA
"1326","Male","United States","27","Data Analyst","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","5",45000,"USD",NA
"1327","Male","Canada","32","Business Analyst","Python","Python","Master's degree","University courses","Other","5",67000,"CAD",NA
"1328","Male","United States","40","Other","Python","SQL","Professional degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","1 - Highly Dissatisfied",151000,"USD",NA
"1329","Male","Japan","28","Software Developer/Software Engineer","Julia","Python","Master's degree","University courses","Internet-based","6",6000000,"JPY",NA
"1330","Female","Ukraine","23","Data Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",10500,"USD",NA
"1331","Male","Brazil","28","Operations Research Practitioner","Microsoft R Server (Formerly Revolution Analytics)","Python","Doctoral degree","University courses","Academic","5",85200,"BRL",NA
"1332","Male","Romania","41","Machine Learning Engineer","Spark / MLlib","Python","Bachelor's degree","Work","Telecommunications","9",60000,"USD",NA
"1333","Female","Argentina","33","Data Scientist","Google Cloud Compute","R","Master's degree","University courses","Mix of fields","7",32000,"ARS",NA
"1334","Female","United States","27","Business Analyst","R","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","7",38000,"USD",NA
"1335","Male","United States","23","Machine Learning Engineer","Other","Python","Bachelor's degree","Self-taught","Technology","9",89000,"USD",NA
"1336","Male","Switzerland","23","Software Developer/Software Engineer","Spark / MLlib","Python","Master's degree","University courses","Technology","10 - Highly Satisfied",24000,"CHF",NA
"1337","Male","Vietnam","28","Data Scientist","Python","R","Master's degree","University courses","Financial","9",18000,"USD",NA
"1338","Male","Canada","46","Scientist/Researcher","TensorFlow","Python","Doctoral degree","Self-taught","Other","8",63000,"CAD",NA
"1339","Male","United States","33","Data Scientist","Other","Python","Doctoral degree","Work","Internet-based","7",142000,"USD",NA
"1340","Male","Brazil","32","Data Scientist","DataRobot","R","Bachelor's degree","University courses","Other","7",105000,"BRL",NA
"1341","Male","United States","31","Scientist/Researcher","Julia","R","Doctoral degree","Self-taught","Other","9",120000,"USD",NA
"1342","Male","United States","40","Engineer","Python","R","Master's degree","Self-taught","Financial","5",110000,"USD",NA
"1343","Male","Brazil","30","Data Scientist","Spark / MLlib","Python","Bachelor's degree","University courses","Technology","10 - Highly Satisfied",110000,"BRL",NA
"1344","Male","Belarus","33","Scientist/Researcher","R","Java","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",20000,"BYN",NA
"1345","Male","Ukraine","66","Software Developer/Software Engineer","Amazon Web services","C/C++/C#","Master's degree","Self-taught","Technology","3",10000,"USD",NA
"1346","Male","United States","32","Data Analyst","TensorFlow","Python","Bachelor's degree","Other","CRM/Marketing","7",140000,"USD",NA
"1347","Male","United States","25","Machine Learning Engineer","Python","Python","Bachelor's degree","Work","Manufacturing","8",70000,"USD",NA
"1348","Male","France","50","Data Miner","Google Cloud Compute","R","Master's degree","University courses","Mix of fields","4",60000,"EUR",NA
"1349","Male","Nigeria","32","Business Analyst","Tableau","Python","Bachelor's degree","Work","Technology","9",90000,"USD",NA
"1350","Male","United States","52","Scientist/Researcher","IBM Watson / Waton Analytics","R","Master's degree","Work","Academic","9",50000,"USD",NA
"1351","Male","Brazil","30","Data Scientist","TensorFlow","Matlab","Doctoral degree","University courses","Academic","10 - Highly Satisfied",180,"BRL",NA
"1352","Male","Canada","34","Data Scientist","Hadoop/Hive/Pig","R","Master's degree","Self-taught","Financial","6",85000,"CAD",NA
"1353","Male","United Kingdom","32","Scientist/Researcher","MATLAB/Octave","Matlab","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","6",30000,"GBP",NA
"1354","Male","Russia","24","Machine Learning Engineer","Java","Python","Master's degree","Kaggle competitions","CRM/Marketing","8",55000,"USD",NA
"1355","Male","Hong Kong","48","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Other","Financial","9",1500000,"HKD",NA
"1356","Male","Canada","27","Data Analyst","Spark / MLlib","Python","Master's degree","University courses","CRM/Marketing","9",80000,"CAD",NA
"1357","Male","Other","41","Other","Jupyter notebooks","Python","Master's degree","Work","Academic","8",15333,"USD",NA
"1358","Male","Canada","35","Researcher","Hadoop/Hive/Pig","Python","Master's degree","University courses","Other","7",65000,"CAD",NA
"1359","Male","Canada","61","Data Scientist","SQL","Python","Bachelor's degree","Self-taught","Manufacturing","7",200000,"USD",NA
"1360","Male","United States","28","Other","Python","Python","Master's degree","Self-taught","Manufacturing","7",96000,"USD",NA
"1361","Male","Other","27","Other","TensorFlow","Python","Master's degree","University courses","Technology","8",12000,"USD",NA
"1362","Male","United States","33","Data Scientist","Amazon Machine Learning","Python","Bachelor's degree","Kaggle competitions","Government","9",74000,"USD",NA
"1363","Male","Israel","26","Data Analyst","Julia","Python","Master's degree","Self-taught","Internet-based","6",130000,"USD",NA
"1364","Male","France","25","Data Scientist","IBM Watson / Waton Analytics","Python","Master's degree","Self-taught","Mix of fields","8",36800,"EUR",NA
"1365","Male","United States","33","Data Scientist","Other","Python","Master's degree","Other","Non-profit","7",117000,"USD",NA
"1366","Male","Italy","52","Data Scientist","R","R","Doctoral degree","University courses","Academic","9",100000,"EUR",NA
"1367","Male","India","26","Data Analyst","R","R","Master's degree","University courses","Technology","3",380000,"INR",NA
"1368","Male","United States","39","Data Scientist","TensorFlow","Python","Master's degree","Self-taught","Military/Security","1 - Highly Dissatisfied",190000,"USD",NA
"1369","Male","United States","41","Machine Learning Engineer","TensorFlow","Python","Master's degree","University courses","Technology","4",90000,"USD",NA
"1370","Male","United States","46","Data Scientist","SAS Enterprise Miner","SAS","Master's degree","University courses","Technology","9",210000,"USD",NA
"1371","Male","Brazil","35","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","8",100000,"BRL",NA
"1372","Male","France","28","Data Scientist","TensorFlow","R","Doctoral degree","University courses","Mix of fields","8",64000,"EUR",NA
"1373","Male","United States","37","Scientist/Researcher","I don't plan on learning a new tool/technology","Python","Master's degree","University courses","Academic","7",63000,"USD",NA
"1374","Male","United States","40","Business Analyst","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","5",180000,"USD",NA
"1375","Male","Belgium","43","Data Scientist","Other","Python","Doctoral degree","Self-taught","Mix of fields","10 - Highly Satisfied",200000,"EUR",NA
"1377","Male","United States","68","Business Analyst","Other","R","Professional degree","Self-taught","Other","10 - Highly Satisfied",125000,"USD",NA
"1378","Male","South Africa","28","Data Scientist","Spark / MLlib","Python","Professional degree","Online courses (coursera, udemy, edx, etc.)","Insurance","8",900000,"ZAR",NA
"1379","Male","Brazil","44","Business Analyst","Google Cloud Compute","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",90000,"BRL",NA
"1380","Female","United States","32","Software Developer/Software Engineer","R","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","8",110000,"USD",NA
"1381","Male","Canada","48","Data Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","9",107000,"CAD",NA
"1382","Female","United States","29","Data Analyst","NoSQL","Python","Bachelor's degree","Work","Other","8",70000,"USD",NA
"1383","Male","Russia","41","Data Scientist","Amazon Web services","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","8",150000,"RUB",NA
"1384","Female","United States","30","Engineer","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","I prefer not to share",110000,"USD",NA
"1385","Male","United States","24","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","8",88000,"USD",NA
"1386","Male","Other","38","Data Analyst","R","R","Bachelor's degree","Self-taught","Financial","7",310000000,"VND",NA
"1387","Male","Canada","29","Data Analyst","Jupyter notebooks","R","Bachelor's degree","Self-taught","Government","8",83001,"CAD",NA
"1388","Female","Ukraine","34","Data Analyst","Python","SQL","Master's degree","Self-taught","Telecommunications","3",480000,"UAH",NA
"1389","Female","United States","32","Data Analyst","Python","Python","Master's degree","Other","Government","4",62000,"USD",NA
"1390","Female","Switzerland","28","Engineer","C/C++","Python","Master's degree","University courses","Technology","3",80000,"CHF",NA
"1391","Male","United States","29","Data Scientist","Amazon Web services","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Other","7",95000,"USD",NA
"1392","Male","Finland","28","Scientist/Researcher","TensorFlow","R","Master's degree","Work","Academic","5",28000,"EUR",NA
"1393","Male","United States","38","Data Scientist","TensorFlow","Python","Bachelor's degree","University courses","Technology","10 - Highly Satisfied",245000,"USD",NA
"1394","Male","Brazil","35","Data Scientist","I don't plan on learning a new tool/technology","Python","Master's degree","University courses","Other","7",150000,"BRL",NA
"1395","Male","United States","25","Data Scientist","Hadoop/Hive/Pig","Python","Bachelor's degree","Self-taught","Technology","7",60000,"USD",NA
"1396","Male","United States","34","Statistician","Spark / MLlib","Python","Master's degree","Self-taught","Insurance","7",150000,"USD",NA
"1397","Male","United States","42","Data Scientist","Stan","R","Master's degree","Work","Financial","8",87500,"USD",NA
"1398","Male","Colombia","25","Data Scientist","Spark / MLlib","Python","Bachelor's degree","University courses","Mix of fields","6",25000000,"COP",NA
"1399","Male","United States","41","Other","Spark / MLlib","Python","Doctoral degree","University courses","Academic","8",250000,"USD",NA
"1400","Male","United States","27","Machine Learning Engineer","TensorFlow","Python","Master's degree","Self-taught","CRM/Marketing","6",95000,"USD",NA
"1401","Male","Italy","48","Data Analyst","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","4",40000,"EUR",NA
"1402","Male","Spain","30","Data Scientist","R","SQL","Master's degree","Self-taught","Internet-based","9",110000,"USD",NA
"1403","Male","Brazil","27","Data Scientist","TensorFlow","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","8",143000,"BRL",NA
"1404","Male","United States","62","Engineer","Amazon Web services","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","I prefer not to share",85000,"USD",NA
"1405","Male","United States","30","Data Scientist","Amazon Web services","Python","Doctoral degree","University courses","Internet-based","7",120000,"USD",NA
"1406","Male","United Kingdom","27","Scientist/Researcher","C/C++","Python","Master's degree","University courses","Academic","6",15000,"GBP",NA
"1407","Male","United States","57","Other","Tableau","R","Some college/university study without earning a bachelor's degree","Self-taught","Manufacturing","5",200000,"USD",NA
"1408","Female","Chile","26","Computer Scientist","Hadoop/Hive/Pig","Python","Master's degree","University courses","Academic","9",15000000,"CLP",NA
"1409","Male","Canada","27","Data Analyst","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Retail","5",60000,"CAD",NA
"1410","Male","United States","50","Data Scientist","Microsoft Azure Machine Learning","SQL","Some college/university study without earning a bachelor's degree","University courses","Government","8",120000,"USD",NA
"1411","Male","United States","28","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",117000,"USD",NA
"1412","Male","United States","35","Data Scientist","TensorFlow","Python","Doctoral degree","Self-taught","Technology","9",165000,"USD",NA
"1413","Female","United States","34","Other","TensorFlow","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Other","9",86000,"USD",NA
"1414","Female","United States","28","Data Analyst","Python","Python","Master's degree","University courses","Insurance","6",70000,"USD",NA
"1415","Male","United States","35","Machine Learning Engineer","Julia","Python","Some college/university study without earning a bachelor's degree","Self-taught","Telecommunications","10 - Highly Satisfied",185000,"USD",NA
"1416","Male","United States","25","Other","Spark / MLlib","Python","Master's degree","University courses","Technology","7",63000,"USD",NA
"1417","Male","Mexico","26","Data Scientist","TensorFlow","Python","Bachelor's degree","University courses","CRM/Marketing","8",264000,"MXN",NA
"1418","Male","Other","34","Data Analyst","Python","Python","Master's degree","Self-taught","CRM/Marketing","6",30000,"USD",NA
"1419","Male","United States","41","Software Developer/Software Engineer","I don't plan on learning a new tool/technology","Matlab","Some college/university study without earning a bachelor's degree","University courses","Technology","8",123000,"USD",NA
"1420","Male","Spain","26","Data Scientist","Spark / MLlib","Python","Doctoral degree","Self-taught","Mix of fields","7",30000,"EUR",NA
"1421","Female","United States","27","Data Scientist","Amazon Machine Learning","R","Master's degree","Work","Hospitality/Entertainment/Sports","9",120000,"USD",NA
"1422","Male","United States","33","Data Scientist","Microsoft R Server (Formerly Revolution Analytics)","Python","Doctoral degree","Work","Academic","9",80000,"USD",NA
"1423","Male","Other","33","Business Analyst","R","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","3",2400000,"KZT",NA
"1424","Male","United Kingdom","37","Researcher","TensorFlow","Python","Doctoral degree","University courses","Academic","5",40000,"USD",NA
"1425","Male","United Kingdom","44","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Self-taught","Internet-based","6",50000,"GBP",NA
"1426","Male","Canada","19","Scientist/Researcher","TensorFlow","R","Bachelor's degree","Self-taught","Academic","3",0,"CAD",NA
"1427","Male","Brazil","36","Programmer","DataRobot","Python","Bachelor's degree","Self-taught","Internet-based","5",100000,"BRL",NA
"1428","Male","Taiwan","35","Data Scientist","Cloudera","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","10 - Highly Satisfied",360000,"CNY",NA
"1429","Male","United States","23","Data Analyst","TensorFlow","Python","Bachelor's degree","Self-taught","Military/Security","7",55000,"USD",NA
"1430","Female","United States","53","Data Scientist","Jupyter notebooks","SQL","Bachelor's degree","Work","Mix of fields","10 - Highly Satisfied",140000,"USD",NA
"1431","Male","Canada","40","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","10 - Highly Satisfied",122000,"CAD",NA
"1432","Male","United States","36","Other","Other","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","3",125000,"USD",NA
"1434","Female","United States","20","Statistician","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Insurance","9",70000,"USD",NA
"1435","Male","Other","46","Scientist/Researcher","Python","Matlab","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","10 - Highly Satisfied",15000,"EUR",NA
"1436","Male","United States","25","Business Analyst","SAS Enterprise Miner","Python","Doctoral degree","Work","Technology","8",98000,"USD",NA
"1437","Male","United States","41","Scientist/Researcher","Julia","R","Doctoral degree","University courses","Mix of fields","7",210000,"USD",NA
"1438","Male","Germany","25","Other","R","Python","Bachelor's degree","University courses","Internet-based","7",42000,"EUR",NA
"1439","Female","United States","45","Statistician","Other","R","Doctoral degree","Self-taught","Pharmaceutical","4",80000,"USD",NA
"1440","Male","United States","36","Data Scientist","R","R","Professional degree","Work","Financial","9",70000,"USD",NA
"1441","Female","Brazil","51","Scientist/Researcher","Julia","Julia","Doctoral degree","Self-taught","Other","5",30330,"USD",NA
"1442","Male","United States","27","Data Analyst","TensorFlow","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","6",55000,"USD",NA
"1443","Male","Canada","28","Scientist/Researcher","Python","Python","Doctoral degree","Self-taught","Academic","7",26000,"CAD",NA
"1444","Male","United States","31","Data Scientist","TensorFlow","Python","Master's degree","Other","Telecommunications","1 - Highly Dissatisfied",120000,"USD",NA
"1445","Female","United States","36","Data Scientist","TensorFlow","Python","Master's degree","University courses","Technology","10 - Highly Satisfied",95000,"USD",NA
"1446","Female","United States","27","Scientist/Researcher","SQL","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","7",90000,"USD",NA
"1447","Male","Argentina","39","Data Scientist","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","6",730000,"ARS",NA
"1448","Male","United States","32","Data Scientist","Python","Python","Doctoral degree","Self-taught","Pharmaceutical","10 - Highly Satisfied",120000,"SZL",NA
"1449","Male","United States","36","Data Scientist","Other","Python","Doctoral degree","University courses","Other","7",110000,"USD",NA
"1450","Male","Germany","27","Researcher","Julia","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","4",12000,"EUR",NA
"1451","Male","South Africa","24","Data Analyst","Google Cloud Compute","Python","Bachelor's degree","Self-taught","Internet-based","10 - Highly Satisfied",200000,"ZAR",NA
"1452","Male","United States","32","Scientist/Researcher","TensorFlow","Python","Doctoral degree","University courses","Academic","2",35000,"USD",NA
"1453","Male","Argentina","37","Software Developer/Software Engineer","Python","Python","Master's degree","University courses","Mix of fields","7",500000,"ARS",NA
"1454","Male","United States","22","Data Analyst","R","Python","Bachelor's degree","University courses","Academic","6",40000,"USD",NA
"1455","Male","United States","35","Data Scientist","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","10 - Highly Satisfied",170000,"USD",NA
"1456","Male","Canada","39","Other","Python","R","Doctoral degree","University courses","Mix of fields","6",210000,"CAD",NA
"1457","Female","South Africa","25","Software Developer/Software Engineer","NoSQL","Python","Bachelor's degree","University courses","Government","2",30000,"ZAR",NA
"1458","Male","Brazil","36","Scientist/Researcher","C/C++","Python","Doctoral degree","Work","Academic","8",30000,"EUR",NA
"1459","Male","Brazil","35","Data Scientist","Other","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","7",150000,"BRL",NA
"1460","Male","Colombia","48","Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","3",6000,"USD",NA
"1461","Male","United States","47","Other","I don't plan on learning a new tool/technology","Python","Some college/university study without earning a bachelor's degree","Self-taught","Financial","3",105000,"USD",NA
"1462","Male","United States","38","Data Miner","IBM SPSS Modeler","SQL","Master's degree","Self-taught","Technology","7",220000,"USD",NA
"1463","Male","United States","25","Data Analyst","Python","R","Some college/university study without earning a bachelor's degree","University courses","Non-profit","6",0,"USD",NA
"1464","Male","United States","26","Data Scientist","Python","Python","Master's degree","University courses","Insurance","9",74000,"USD",NA
"1465","Male","Other","28","Business Analyst","Spark / MLlib","Python","Professional degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","7",18000,"GTQ",NA
"1466","Male","United States","23","Scientist/Researcher","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","6",70000,"USD",NA
"1467","Male","Brazil","29","Scientist/Researcher","R","Matlab","Doctoral degree","University courses","Academic","7",49200,"BRL",NA
"1468","Male","United Kingdom","41","Data Analyst","Python","R","Master's degree","University courses","Mix of fields","6",53000,"GBP",NA
"1469","Male","Singapore","28","Data Scientist","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",100000,"SGD",NA
"1470","Male","United States","64","Data Scientist","DataRobot","Python","Master's degree","University courses","Financial","9",150000,"USD",NA
"1471","Male","Mexico","46","Other","TensorFlow","Python","Master's degree","University courses","Mix of fields","7",180000,"MXN",NA
"1472","Male","United States","55","Statistician","Amazon Web services","R","Doctoral degree","Self-taught","Government","9",103639,"USD",NA
"1473","Female","United States","42","Data Analyst","Microsoft Azure Machine Learning","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","6",60000,"USD",NA
"1474","Male","Egypt","31","Data Scientist","TensorFlow","Python","Master's degree","Work","Technology","8",300000,"EGP",NA
"1475","Female","United States","25","Data Scientist","TensorFlow","R","Master's degree","University courses","Pharmaceutical","7",85000,"USD",NA
"1476","Male","Netherlands","34","Data Scientist","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Insurance","8",70000,"EUR",NA
"1477","Male","India","22","Software Developer/Software Engineer","IBM Watson / Waton Analytics","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","4",13000,"INR",NA
"1478","Female","Canada","33","Data Scientist","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",70000,"CAD",NA
"1479","Male","Italy","42","Predictive Modeler","C/C++","Python","Master's degree","University courses","Technology","6",75000,"EUR",NA
"1480","Male","United States","24","Data Scientist","C/C++","Python","Bachelor's degree","Self-taught","Academic","4",48000,"USD",NA
"1481","Male","United States","31","Other","Google Cloud Compute","R","Master's degree","Self-taught","Hospitality/Entertainment/Sports","6",95000,"USD",NA
"1482","Male","United States","26","Other","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","5",87000,"USD",NA
"1483","Male","United States","43","Computer Scientist","IBM Watson / Waton Analytics","Python","Master's degree","University courses","Other","4",116000,"USD",NA
"1484","Female","United States","37","Data Analyst","I don't plan on learning a new tool/technology","SQL","Some college/university study without earning a bachelor's degree","Self-taught","Insurance","3",38000,"USD",NA
"1485","Male","United States","34","Data Scientist","I don't plan on learning a new tool/technology","Python","Master's degree","Self-taught","Financial","4",180000,"USD",NA
"1486","Male","United States","30","Statistician","Amazon Machine Learning","Python","Master's degree","Kaggle competitions","Non-profit","6",60000,"USD",NA
"1487","Male","Spain","33","Data Scientist","Spark / MLlib","Python","Doctoral degree","University courses","Mix of fields","7",72000,"EUR",NA
"1488","Male","Other","29","Data Analyst","Tableau","Python","Master's degree","Self-taught","Financial","2",19200,"EUR",NA
"1489","Male","United States","28","Data Analyst","Python","R","Master's degree","University courses","Mix of fields","6",96000,"USD",NA
"1490","Male","India","29","Statistician","Hadoop/Hive/Pig","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","1 - Highly Dissatisfied",120000,"INR",NA
"1491","Male","United States","46","Other","Julia","R","Doctoral degree","Self-taught","Academic","9",90000,"USD",NA
"1492","Male","Other","24","Business Analyst","Spark / MLlib","R","Master's degree","University courses","Other","7",4000000,"COP",NA
"1493","Male","United States","28","Researcher","Python","Python","I did not complete any formal education past high school","Online courses (coursera, udemy, edx, etc.)","Academic","10 - Highly Satisfied",40000,"UGX",NA
"1494","Male","Canada","34","Scientist/Researcher","I don't plan on learning a new tool/technology","Python","Master's degree","Self-taught","Technology","9",90000,"CAD",NA
"1495","Male","United States","27","Data Scientist","TensorFlow","Python","Master's degree","University courses","Hospitality/Entertainment/Sports","5",85000,"USD",NA
"1496","Male","Malaysia","42","Data Scientist","IBM Watson / Waton Analytics","Python","Master's degree","University courses","Other","6",169000,"MYR",NA
"1497","Male","United States","31","Scientist/Researcher","Python","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","8",15000,"USD",NA
"1498","Male","United States","26","Data Analyst","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Retail","8",60000,"USD",NA
"1499","Male","United States","34","Scientist/Researcher","C/C++","Python","Doctoral degree","University courses","Academic","7",90000,"USD",NA
"1500","Male","Germany","35","Data Analyst","KNIME (free version)","Python","Master's degree","Self-taught","Financial","8",68000,"EUR",NA
"1501","Male","United States","29","Data Scientist","Other","Python","Bachelor's degree","Self-taught","Technology","7",70000,"USD",NA
"1502","Male","Nigeria","32","Data Analyst","KNIME (free version)","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Non-profit","3",150000,"NGN",NA
"1503","Female","United States","27","Data Analyst","TensorFlow","Python","Master's degree","University courses","Internet-based","7",93000,"USD",NA
"1504","Female","United States","29","Engineer","Spark / MLlib","Python","Doctoral degree","University courses","Manufacturing","5",97000,"USD",NA
"1505","Male","United States","30","Data Scientist","Spark / MLlib","R","Master's degree","University courses","Technology","9",90000,"USD",NA
"1506","Male","Brazil","28","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","8",150000,"BRL",NA
