date,value
2013-10-27,9.292
2013-11-03,9.032
2013-11-10,8.924
2013-11-17,8.908999999999999
2013-11-24,8.873
2013-12-01,8.347999999999999
2013-12-08,9.016
2013-12-15,9.176
2013-12-22,8.892999999999999
2013-12-29,8.274
2014-01-05,8.021
2014-01-12,8.059
2014-01-19,8.584
2014-01-26,8.452
2014-02-02,8.325
2014-02-09,8.03
2014-02-16,8.535
2014-02-23,8.411
2014-03-02,8.949
2014-03-09,8.512
2014-03-16,9.002
2014-03-23,8.713
2014-03-30,8.996
2014-04-06,8.616
2014-04-13,8.43
2014-04-20,8.693
2014-04-27,8.719
2014-05-04,9.191
2014-05-11,9.174
2014-05-18,9.31
2014-05-25,9.104
2014-06-01,8.624
2014-06-08,9.258
2014-06-15,8.812999999999999
2014-06-22,9.168
2014-06-29,8.935
2014-07-06,9.057
2014-07-13,8.792
2014-07-20,9.006
2014-07-27,9.359
2014-08-03,8.922
2014-08-10,8.775
2014-08-17,9.1
2014-08-24,9.48
2014-08-31,8.611
2014-09-07,8.707
2014-09-14,8.781
2014-09-21,8.66
2014-09-28,8.645
2014-10-05,9.043
2014-10-12,8.836
2014-10-19,8.867
2014-10-26,9.162
2014-11-02,9.005
2014-11-09,9.193999999999999
2014-11-16,9.254
2014-11-23,9.425
2014-11-30,8.549
2014-12-07,9.373
2014-12-14,9.517999999999999
2014-12-21,9.613999999999999
2014-12-28,8.809
2015-01-04,8.875
2015-01-11,8.851
2015-01-18,9.022
2015-01-25,8.442
2015-02-01,8.282
2015-02-08,8.809
2015-02-15,8.915
2015-02-22,8.63
2015-03-01,8.515
2015-03-08,9.26
2015-03-15,8.619
2015-03-22,9.435
2015-03-29,8.61
2015-04-05,8.914
2015-04-12,9.185
2015-04-19,8.92
2015-04-26,8.785
2015-05-03,9.201
2015-05-10,9.261000000000001
2015-05-17,9.734
2015-05-24,8.978
2015-05-31,9.6
2015-06-07,9.176
2015-06-14,9.655
2015-06-21,9.731
2015-06-28,9.532
2015-07-05,9.404
2015-07-12,9.749
2015-07-19,9.339
2015-07-26,9.687000000000001
2015-08-02,9.686
2015-08-09,9.705
2015-08-16,9.189
2015-08-23,9.437999999999999
2015-08-30,9.017000000000001
2015-09-06,8.982999999999999
2015-09-13,9.215
2015-09-20,9.021
2015-09-27,8.958
2015-10-04,9.137
2015-10-11,9.157
2015-10-18,9.343
2015-10-25,9.184
2015-11-01,9.388
2015-11-08,9.054
2015-11-15,8.921
2015-11-22,9.281
2015-11-29,9.42
2015-12-06,9.22
2015-12-13,9.185
2015-12-20,9.395
2015-12-27,8.158999999999999
2016-01-03,8.5
2016-01-10,9.079
2016-01-17,8.941
2016-01-24,8.341000000000001
2016-01-31,9.122
2016-02-07,9.203
2016-02-14,9.576
2016-02-21,9.121
2016-02-28,9.411
2016-03-06,9.458
2016-03-13,9.503
2016-03-20,9.244
2016-03-27,9.224
2016-04-03,9.633
2016-04-10,9.443999999999999
2016-04-17,9.315
2016-04-24,9.502
2016-05-01,9.658
2016-05-08,9.755
2016-05-15,9.516
2016-05-22,9.716000000000001
2016-05-29,9.568
2016-06-05,9.762
2016-06-12,9.815
2016-06-19,9.709
2016-06-26,9.755
2016-07-03,9.671
2016-07-10,9.785
2016-07-17,9.797
2016-07-24,9.752
2016-07-31,9.769
2016-08-07,9.762
2016-08-14,9.658999999999999
2016-08-21,9.511000000000001
2016-08-28,9.595
2016-09-04,9.406
2016-09-11,9.65
2016-09-18,8.88
2016-09-25,9.39
2016-10-02,9.264
2016-10-09,8.798
2016-10-16,9.118
2016-10-23,9.183
2016-10-30,9.213
2016-11-06,9.359
2016-11-13,9.024
2016-11-20,9.08
2016-11-27,8.757
2016-12-04,8.874
2016-12-11,9.269
2016-12-18,9.277999999999999
2016-12-25,8.465
2017-01-01,8.47
2017-01-08,8.068999999999999
2017-01-15,8.039
