,id,name,market_cap,market_cap_change_24h,content,top_3_coins,volume_24h,updated_at
56,fan-token,Fan Token,238483683.02842218,-0.43882014065725433,"Fan tokens let sporting organizations and other celebrities engage with their communities, where holders can access exclusive benefits.","['https://assets.coingecko.com/coins/images/11693/small/Barca-10.png?1604736023', 'https://assets.coingecko.com/coins/images/15799/small/mJgwTHzCVVCJlqo1tF0NWP57igOYSXr5k1Vqvomd.png?1621929124', 'https://assets.coingecko.com/coins/images/11620/small/psg.png?1592023100']",59698362.32973015,2023-08-25T23:15:15.453Z
57,telegram-bots,Telegram Bots,206611870.7334134,-7.393427615868861,,"['https://assets.coingecko.com/coins/images/30462/small/logonoline_%281%29.png?1687510315', 'https://assets.coingecko.com/coins/images/30815/small/PaalX.jpg?1687510326', 'https://assets.coingecko.com/coins/images/29510/small/mevfree200.png?1679383352']",23254727.53628121,2023-08-25T23:15:01.373Z
58,guild-scholarship,Guild and Scholarship,200946336.49437758,-12.281712479998987,Guilds are decentralized autonomous organizations (DAOs) that invests in NFTs like game assets and rent them out to players. Players who receive rented game items are known as scholars and can be said to receive a scholarship. Guilds are an important component in the play to earn (p2e) ecosystem as these games require an upfront investment capital for players to participate in. Axie Infinity brought the popular model of play to earn and guilds which is not mainstay in the entire blockchain industry.,"['https://assets.coingecko.com/coins/images/19304/small/Db4XqML.png?1634972154', 'https://assets.coingecko.com/coins/images/17358/small/Shield_Mark_-_Colored_-_Iridescent.png?1686132424', 'https://assets.coingecko.com/coins/images/20933/small/guildfi-logo-200.png?1638003537']",45687854.15594164,2023-08-25T23:10:24.726Z
59,music,Music,200132852.87335578,-3.6346084597297637,"Cryptocurrency projects that are related to music is aimed at disrupting the record publishing industry. The goal is to simplify the process of tracking, collecting, and distributing song royalties to musicians in a decentralized manner. Fans are also able to directly support their favorite artists directly without going through an intermediary.","['https://assets.coingecko.com/coins/images/12913/small/AudiusCoinLogo_2x.png?1603425727', 'https://assets.coingecko.com/coins/images/16548/small/opulous.PNG?1624418744', 'https://assets.coingecko.com/coins/images/983/small/Viberate.png?1547034873']",8258592.6328548435,2023-08-25T23:15:03.877Z
60,brc-20,BRC-20,198704353.33068666,-2.0259875701673815,,"['https://assets.coingecko.com/coins/images/30162/small/ordi.png?1683527689', 'missing_small.png', 'https://assets.coingecko.com/coins/images/30305/small/moon.jpg?1683873431']",17760762.887410972,2023-08-25T23:10:31.536Z
61,lsdfi,LSDFi,182422747.7507367,0.00567254447254273,,"['https://assets.coingecko.com/coins/images/29733/small/OETH.png?1681094770', 'https://assets.coingecko.com/coins/images/15069/small/Pendle_Logo_Normal-03.png?1634196276', 'https://assets.coingecko.com/coins/images/29958/small/Lybra_Finance.png?1682485104']",20306315.84260063,2023-08-25T23:15:01.906Z
62,eco-friendly,Environment,120288189.38620278,-2.3741164503478838,,"['https://assets.coingecko.com/coins/images/10886/small/R9gQTJV__400x400.png?1585604557', 'https://assets.coingecko.com/coins/images/19240/small/bct_exchange_enhanced.png?1641441498', 'https://assets.coingecko.com/coins/images/18763/small/brkl.png?1633356263']",1038558.7323095143,2023-08-25T23:10:26.827Z
63,tourism,Tourism,84407961.32957476,-7.10729386453262,,"['https://assets.coingecko.com/coins/images/4659/small/qX7fh69Q_400x400-1.jpg?1636680685', 'https://assets.coingecko.com/coins/images/3014/small/AVA_Logo_160x160px_Black.png?1692762663', 'https://assets.coingecko.com/coins/images/20911/small/trvl.jpeg?1649390006']",4367524.485009992,2023-08-25T23:15:05.097Z
64,synths,Synths,78723474.48130721,-0.9252564799422649,,"['https://assets.coingecko.com/coins/images/5013/small/sUSD.png?1616150765', 'https://assets.coingecko.com/coins/images/8843/small/sETH.png?1616150207', 'https://assets.coingecko.com/coins/images/8838/small/sBTC.png?1616149734']",1548830.0003556763,2023-08-25T23:15:07.910Z
65,ohm-fork,Ohm Fork,61715160.87617664,-0.37189210409000256,,"['https://assets.coingecko.com/coins/images/19947/small/sb.png?1636337110', 'https://assets.coingecko.com/coins/images/19169/small/Klima-Token.png?1680142793', 'https://assets.coingecko.com/coins/images/18126/small/time.PNG?1630621941']",20048.493226964027,2023-08-25T23:10:25.087Z
66,discord-bots,Discord Bots,53811651.95360351,-6.74912774623671,,"['https://assets.coingecko.com/coins/images/30815/small/PaalX.jpg?1687510326', 'https://assets.coingecko.com/coins/images/29510/small/mevfree200.png?1679383352', 'https://assets.coingecko.com/coins/images/31067/small/Nolo_200x200_logo.png?1690179373']",3487430.2104824292,2023-08-25T23:15:02.681Z
67,defi-index,DeFi Index,49705593.24504889,-1.0353565864216376,,"['https://assets.coingecko.com/coins/images/24483/small/icETH-token-logo.png?1647826356', 'https://assets.coingecko.com/coins/images/12465/small/defi_pulse_index_set.png?1600051053', 'https://assets.coingecko.com/coins/images/14392/small/ETH2x-FLI_%281%29.png?1615875910']",282315.61599108303,2023-08-25T23:15:16.085Z
68,kommunitas,Kommunitas Launchpad,22924265.424473584,-1.9918244693229181,,"['https://assets.coingecko.com/coins/images/24059/small/logo_gg.png?1648630827', 'https://assets.coingecko.com/coins/images/23929/small/HGpGTTBc_400x400.jpg?1689323712', 'https://assets.coingecko.com/coins/images/23275/small/fyn.png?1643526250']",3308385.6546684485,2023-08-25T23:10:27.138Z
69,animal-racing,Animal Racing,20306514.35513714,0.2905964525372279,,"['https://assets.coingecko.com/coins/images/17438/small/DERC_logo_coingecko.png?1665714278', 'https://assets.coingecko.com/coins/images/24498/small/icon_rbw.png?1648019306', 'https://assets.coingecko.com/coins/images/31055/small/hams_logo_s.png?1689925848']",1204449.6720240563,2023-08-25T23:15:00.492Z
70,jpy-stablecoin,JPY Stablecoin,15214695.133604702,0.6839250894793159,,"['https://assets.coingecko.com/coins/images/14191/small/icon_gyen_200_200.png?1614843343', 'https://assets.coingecko.com/coins/images/25971/small/2023jpyc.png?1675935375']",275183.07922075957,2023-08-25T23:10:27.471Z
71,idr-stablecoin,IDR Stablecoin,12247282.753456399,0.004314084980088062,,"['https://assets.coingecko.com/coins/images/9441/small/57421944_1371636006308255_3647136573922738176_n.jpg?1567462531', 'https://assets.coingecko.com/coins/images/21126/small/XIDR_Logo_256_X_256.png?1638343133']",647018.9502813969,2023-08-25T23:10:27.817Z
72,farming-as-a-service-faas,Farming-as-a-Service (FaaS),3663800.5682100686,-1.5934065557449257,,"['https://assets.coingecko.com/coins/images/23551/small/Logo-Digits-DAO-Icon-01.jpg?1644462126', 'https://assets.coingecko.com/coins/images/25582/small/7zyskNC.png?1652767188', 'https://assets.coingecko.com/coins/images/21172/small/mvc.PNG?1638439038']",6984.848534702853,2023-08-25T23:10:26.181Z
73,aptos-ecosystem,Aptos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/26455/small/aptos_round.png?1666839629', 'https://assets.coingecko.com/coins/images/12632/small/pancakeswap-cake-logo_%281%29.png?1629359065', 'https://assets.coingecko.com/coins/images/4379/small/Celr.png?1554705437']",,2023-03-17T09:10:43.626Z
74,canto-ecosystem,Canto Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/1481/small/cosmos_hub.png?1555657960']",,2023-03-17T09:10:43.271Z
75,yearn-vault-tokens,Yearn Vault Tokens,0.0,0.0,,"['https://assets.coingecko.com/coins/images/27623/small/st-yCRV-128-0x27B5739e22ad9033bcBf192059122d163b60349D.png?1674200862', 'https://assets.coingecko.com/coins/images/28779/small/yvUSDC-128-0xe2F6b9773BF3A015E2aA70741Bde1498bdB9425b.png?1674182395', 'https://assets.coingecko.com/coins/images/15152/small/yvBOOST.png?1619978216']",4828.138979756754,2023-08-25T23:10:28.917Z
76,cronos-ecosystem,Cronos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:41.336Z
77,step-network-ecosystem,Step Network Ecosystem,,,,"['https://assets.coingecko.com/coins/images/25015/small/801485424e1f49bc8d0facff9287eb9b_photo.png?1649827972', 'https://assets.coingecko.com/coins/images/28435/small/PRIMAL_ICON_200px.jpg?1670567426', 'https://assets.coingecko.com/coins/images/27815/small/kcal.png?1666281474']",,2023-03-17T09:10:35.382Z
78,ethereum-ecosystem,Ethereum Ecosystem,,,,"['https://assets.coingecko.com/coins/images/279/small/ethereum.png?1595348880', 'https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850']",,2023-03-17T09:10:40.237Z
79,multversx-ecosystem,MultiversX Ecosystem,,,,"['https://assets.coingecko.com/coins/images/12335/small/egld-token-logo.png?1673490885', 'https://assets.coingecko.com/coins/images/1824/small/300x300_logo.png?1570520533', 'https://assets.coingecko.com/coins/images/20657/small/MEX-icon.png?1637540149']",,2023-03-17T09:10:42.968Z
80,dfinity-ecosystem,Internet Computer Ecosystem,,,,"['https://assets.coingecko.com/coins/images/14495/small/Internet_Computer_logo.png?1620703073', 'https://assets.coingecko.com/coins/images/25788/small/4xBAWRCo_400x400.png?1653883870']",,2023-03-17T09:10:42.659Z
81,velas-ecosystem,Velas Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:42.368Z
82,algorand-ecosystem,Algorand Ecosystem,,,,"['https://assets.coingecko.com/coins/images/4380/small/download.png?1547039725', 'https://assets.coingecko.com/coins/images/16548/small/opulous.PNG?1624418744', 'https://assets.coingecko.com/coins/images/5290/small/buying_200x200.png?1628587856']",,2023-03-17T09:10:40.985Z
83,arbitrum-nova-ecosystem,Arbitrum Nova Ecosystem,,,,"['https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508', 'https://assets.coingecko.com/coins/images/16547/small/photo_2023-03-29_21.47.00.jpeg?1680097630']",,2023-03-17T09:10:41.636Z
84,metis-ecosystem,Metis Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:42.040Z
85,xdc-ecosystem,XDC Ecosystem,,,,"['https://assets.coingecko.com/coins/images/2912/small/xdc-icon.png?1633700890', 'https://assets.coingecko.com/coins/images/5164/small/EURS_300x300.png?1550571779', 'https://assets.coingecko.com/coins/images/10849/small/IMG_4307.jpg?1585628922']",,2023-03-17T09:10:40.582Z
86,tezos-ecosystem,Tezos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/976/small/Tezos-logo.png?1547034862', 'https://assets.coingecko.com/coins/images/19171/small/YOU_Youves.png?1634611340']",,2023-03-17T09:10:39.202Z
87,optimism-ecosystem,Optimism Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:43.964Z
88,oec-ecosystem,OEC Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13708/small/WeChat_Image_20220118095654.png?1642471094', 'https://assets.coingecko.com/coins/images/12271/small/512x512_Logo_no_chop.png?1606986688', 'https://assets.coingecko.com/coins/images/22087/small/1_Wyot-SDGZuxbjdkaOeT2-A.png?1640764238']",,2023-03-17T09:10:38.852Z
89,arbitrum-ecosystem,Arbitrum Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:36.096Z
90,fantom-ecosystem,Fantom Ecosystem,,,"FANTOM is a new DAG-based smart contract platform that intends to solve the scalability issues of existing public distributed ledger technologies.
The platform intends to distinguish itself from the traditional block ledger-based storage infrastructure by attempting to employ an improved version of existing DAG-based protocols. Fantom adopts a new protocol known as the “Lachesis Protocol” to maintain consensus. This protocol is intended to be integrated into the Fantom Opera Chain. The aim is to allow applications built on Fantom to enjoy instant transactions and near zero transaction costs for all users.
","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:34.559Z
91,cardano-ecosystem,Cardano Ecosystem,,,,"['https://assets.coingecko.com/coins/images/975/small/cardano.png?1547034860', 'https://assets.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1547034700', 'https://assets.coingecko.com/coins/images/13256/small/api3.jpg?1606751424']",,2023-03-17T09:10:38.134Z
92,near-protocol-ecosystem,Near Protocol Ecosystem,,,"NEAR is a sharded, developer-friendly, proof-of-stake public blockchain. It is designed to compete with Ethereum by providing a similar experience with decentralized applications and smart contracts, but with lower fees and higher throughput. The blockchain’s native token, NEAR, is used to pay for transactions and storing data on the blockchain. Smart contract developers receive a portion of the transaction fees generated by their contracts, while the remainder is burnt. This creates deflationary pressure on NEAR, making it more valuable as more transactions are performed.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508']",,2023-03-17T09:10:35.016Z
93,harmony-ecosystem,Harmony Ecosystem,,,"Harmony is a blockchain platform that is designed to act as a bridge between scalability and interoperability. Its focus is on processing speed and validation of blocks. It can be used to create decentralized applications (DApps), and is currently focused on random state sharding. This will then allow the creation of blocks within seconds.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/4713/small/matic-token-icon.png?1624446912']",,2023-03-17T09:10:30.480Z
94,polygon-ecosystem,Polygon Ecosystem,,,"Polygon, formerly known as Matic, was originally meant to be a Layer-2 scaling solution for Ethereum to improve transaction throughput and speed. However, it has since become more popular as a stand-alone blockchain, with its own native projects and decentralized applications. Major DeFi protocols such as Aave and Curve have also found second homes on Polygon. Unlike Ethereum, Polygon operates on Proof-of-Stake (PoS) in which network participants can stake the network’s native MATIC tokens to validate transactions and participate in voting and other governance decisions. Polygon also hosts its own bridge that allows users to transfer assets from Ethereum to Polygon and vice versa.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-08-08T16:01:22.743Z
95,moonriver-ecosystem,Moonriver Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-03-17T09:10:36.821Z
96,kardiachain-ecosystem,KardiaChain Ecosystem,,,,"['https://assets.coingecko.com/coins/images/7942/small/kai.png?1647079540', 'https://assets.coingecko.com/coins/images/15321/small/mydefi.PNG?1620512455', 'https://assets.coingecko.com/coins/images/9670/small/vndc-gold-coin.png?1571032826']",,2023-03-17T09:10:37.796Z
97,iotex-ecosystem,IoTeX Ecosystem,,,,"['https://assets.coingecko.com/coins/images/3334/small/iotex-logo.png?1547037941', 'https://assets.coingecko.com/coins/images/19586/small/244800308_116216454152265_6257676145772128053_n.png?1635472714', 'https://assets.coingecko.com/coins/images/19135/small/gft.png?1635004303']",,2023-03-17T09:10:37.464Z
98,zilliqa-ecosystem,Zilliqa Ecosystem,,,,"['https://assets.coingecko.com/coins/images/2687/small/Zilliqa-logo.png?1547036894', 'https://assets.coingecko.com/coins/images/15857/small/logoWhiteX.jpg?1666230966', 'https://assets.coingecko.com/coins/images/12832/small/StraitsX_Singapore_Dollar_%28XSGD%29_Token_Logo.png?1633936813']",,2023-03-17T09:10:33.887Z
99,celo-ecosystem,Celo Ecosystem,,,,"['https://assets.coingecko.com/coins/images/11090/small/InjXBNx9_400x400.jpg?1674707499', 'https://assets.coingecko.com/coins/images/4324/small/U85xTl2.png?1608111978', 'https://assets.coingecko.com/coins/images/17117/small/logo.png?1626412904']",,2023-03-17T09:10:35.706Z
100,avalanche-ecosystem,Avalanche Ecosystem,,,"Avalanche is a smart contract platform that allows users to create their own multi-purpose blockchains or decentralized applications (dApps). Their mainnet was launched in September 2020 and has since become a major hub of activity for DeFi and NFTs. In 2021, they announced their Avalanche Rush incentives program to introduce more applications and to promote further growth of their ecosystem. The Avalanche chain is centered around 3 main blockchains - the P-Chain, X-Chain and C-Chain. The C-Chain is Avalanche’s EVM implementation, which hosts various applications and smart contracts. Users can access Avalanche through centralized exchanges, the official Avalanche bridge or via Celer’s cBridge.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-03-17T09:10:31.610Z
101,daomaker-ecosystem,DaoMaker Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13915/small/4.png?1612838831', 'https://assets.coingecko.com/coins/images/14375/small/alice_logo.jpg?1615782968', 'https://assets.coingecko.com/coins/images/15857/small/logoWhiteX.jpg?1666230966']",,2023-03-17T09:10:36.456Z
102,terra-ecosystem,Terra Ecosystem,,,"Terra is a blockchain network that builds on the Tendermint consensus (Proof-of-Stake) and the Cosmos SDK toolkit. Terra’s network token is LUNA which powers the entire ecosystem. Unlike most blockchains, Terra’s ecosystem includes a native algorithmic stablecoin, TerraUSD (UST). A decentralized network with its own decentralized currency is a very attractive thesis for both users and developers. More dApps are being built on Terra, especially DeFi protocols which are now commonly known as TeFi.","['https://assets.coingecko.com/coins/images/8284/small/01_LunaClassic_color.png?1653547790', 'https://assets.coingecko.com/coins/images/12681/small/UST.png?1653548090', 'https://assets.coingecko.com/coins/images/3246/small/Nash_M.png?1680864855']",,2023-03-17T09:10:32.057Z
103,solana-ecosystem,Solana Ecosystem,,,"Solana is a general purpose blockchain similar to Ethereum. The underlying architecture is different, such that developers have to write applications using Rust instead of Solidity or Vyper. However, this may soon change with the introduction of the Neon EVM solution on Solana. End user applications as of now include decentralized finance (DeFi), non-fungible tokens (NFT), marketplaces, games, and more. One of its biggest features is its scalability in which Solana is able to process over 700,000 transactions per second. Its high throughput capability appeals to high frequency traders, which is spearheaded by FTX and Alameda Research. The first use case for DeFi applications on Solana is Serum, built by the team behind FTX.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/4128/small/solana.png?1640133422']",,2023-03-17T09:10:31.171Z
104,xdai-ecosystem,Gnosis Chain Ecosystem,,,"Formerly the xDai Chain, The Gnosis chain is a Layer 2 scaling solution for Ethereum but uses a different consensus algorithm - Proof of Stake (PoS) and Proof of Stake DAO (POSDAO). It is designed to be more efficient than Ethereum, with higher transaction throughput (70 transactions/second) and has a much lower transaction fee.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:38.519Z
105,cosmos-ecosystem,Cosmos Ecosystem,,,"Cosmos focuses on blockchain interoperability, working towards the vision of building the “Internet of Blockchains.”","['https://assets.coingecko.com/coins/images/1481/small/cosmos_hub.png?1555657960', 'https://assets.coingecko.com/coins/images/7310/small/cro_token_logo.png?1669699773', 'https://assets.coingecko.com/coins/images/12882/small/Secondary_Symbol.png?1628233237']",,2023-03-17T09:10:30.821Z
106,heco-chain-ecosystem,HECO Chain Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13775/small/mdex.png?1611739676', 'https://assets.coingecko.com/coins/images/12704/small/token.png?1601876182', 'https://assets.coingecko.com/coins/images/2346/small/SWFTCoin.jpg?1618392022']",,2023-03-17T09:10:34.169Z
107,dot-ecosystem,Polkadot Ecosystem,,,"Polkadot is a blockchain protocol designed to support multiple purpose-built blockchains under one unified network. Polkadot’s infrastructure begins with the relay chain, which acts as the central chain. Each chain that runs on Polkadot is called a parachain as they run parallel to the main relay chain, and is built on top of the relay chain. Besides parachains, projects can participate in the Polkadot ecosystem for a shorter fixed period of time through parathreads. Blockchains built on top of Polkadot’s own relay chain are also interoperable with blockchains that have vastly different technology stacks such as Ethereum and Bitcoin through bridges.","['https://assets.coingecko.com/coins/images/12171/small/polkadot.png?1639712644', 'https://assets.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1547034700', 'https://assets.coingecko.com/coins/images/22617/small/astr.png?1642314057']",,2023-03-17T09:10:37.149Z
108,binance-smart-chain,BNB Chain Ecosystem,,,"BNB Chain is an alternative blockchain that is similar to Ethereum, capable of hosting smart contracts and decentralized applications. It was launched by Binance in September 2020 as the Binance Smart Chain, and relaunched in Feburary 2022 as BNB Chain. BNB uses the Proof-of-Staked-Authority model which has allowed for low transaction fees and higher throughput. 

Compared to Ethereum which would usually cost hundreds to make a few transactions, BNB only charges less than a few dollars. BNB supports the BEP-20 token format, which is essentially the same format as ERC-20 but on a different chain, and transaction fees are paid in Binance’s native exchange token, BNB.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-08-21T14:11:09.544Z
109,aave-tokens,Aave Tokens,0.0,0.0,,"['https://assets.coingecko.com/coins/images/11619/small/aETH_2x.png?1591976597', 'https://assets.coingecko.com/coins/images/11674/small/aUSDC.png?1592546449', 'https://assets.coingecko.com/coins/images/10843/small/aDAI.png?1584698791']",36965217876.13038,2023-08-25T23:15:07.473Z
110,shibarium,Shibarium Ecosystem,,,,"['https://assets.coingecko.com/coins/images/11939/small/shiba.png?1622619446', 'https://assets.coingecko.com/coins/images/16916/small/bone_icon.png?1625625505', 'https://assets.coingecko.com/coins/images/15802/small/Leash.png?1621931543']",,2023-08-25T04:38:39.869Z
111,mantle-ecosystem,Mantle Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/30980/small/token-logo.png?1689320029']",,
112,base-ecosystem,Base Ecosystem,,,,"['https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508', 'https://assets.coingecko.com/coins/images/27008/small/cbeth.png?1661390066', 'https://assets.coingecko.com/coins/images/11683/small/Balancer.png?1592792958']",,2023-07-31T06:41:01.295Z
113,friend-tech,friend.tech,0.0,0.0,,"['https://assets.coingecko.com/coins/images/31332/small/sis.png?1692589705', 'https://assets.coingecko.com/coins/images/31333/small/foobar.jpeg?1692590052', 'https://assets.coingecko.com/coins/images/31334/small/ice.jpeg?1692590375']",7418.4467024088335,2023-08-25T23:15:01.739Z
114,linea-ecosystem,Linea Ecosystem,,,,"['https://assets.coingecko.com/coins/images/20805/small/SymbiosisFinance_logo-150x150.jpeg?1637707064', 'https://assets.coingecko.com/coins/images/29744/small/ERN200x200.png?1681106290', 'https://assets.coingecko.com/coins/images/15075/small/wrapped-avax.png?1629873618']",,
115,tenet-ecosystem,Tenet Ecosystem,,,,"['https://assets.coingecko.com/coins/images/30108/small/tenet_original.png?1684922942', 'https://assets.coingecko.com/coins/images/30930/small/TenX_%281%29_%281%29.png?1689004115']",,
