,ID,GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
4009,5028595,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,4.0,29,31,5,0
4010,5028598,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,4.0,48,31,5,0
4011,5028599,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,4.0,36,31,5,0
4012,5028600,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,4.0,42,31,5,0
4013,5028601,F,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,59,37,1,0
4014,5028602,F,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,51,37,1,0
4015,5028604,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,42,40,7,0
4016,5028605,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,37,40,7,0
4017,5028606,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,7,40,7,0
4018,5028607,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,29,40,7,0
4019,5028608,M,N,N,2,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,30,40,7,0
4020,5028610,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,1.0,7,29,6,0
4021,5028611,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,1.0,15,29,6,0
4022,5028612,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,1.0,55,29,6,0
4023,5028614,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,1.0,55,29,6,0
4024,5028615,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,1.0,33,29,6,0
4025,5028616,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,3.0,3,26,5,0
4026,5028617,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,1,0,3.0,32,26,5,0
4027,5028621,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,2.0,39,39,5,0
4028,5028622,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,13,39,4,0
4029,5028623,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,22,39,4,0
4030,5028624,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,7,39,4,0
4031,5028625,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,13,39,4,0
4032,5028626,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,6,39,4,0
4033,5028627,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,4.0,4,30,1,0
4034,5028630,F,N,Y,1,118350.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,3.0,21,27,2,0
4035,5028631,M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,2.0,27,30,4,0
4036,5028632,M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,2.0,31,30,4,0
4037,5028634,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,39,29,8,0
4038,5028635,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,55,29,8,0
4039,5028636,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,25,29,8,0
4040,5028637,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,2.0,29,46,25,0
4041,5028638,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,2.0,29,46,25,0
4042,5028639,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,2.0,14,46,25,0
4043,5028640,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,2.0,29,46,25,0
4044,5028641,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,2.0,17,46,25,0
4045,5028642,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2.0,37,33,6,0
4046,5028643,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2.0,59,33,6,0
4047,5028644,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2.0,7,33,6,0
4048,5028645,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2.0,10,33,6,0
4049,5028646,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,2.0,54,33,6,0
4050,5028683,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,25,26,8,0
4051,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,9,26,8,0
4052,5028685,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,2,26,8,0
4053,5028686,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,3,26,8,0
4054,5028687,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,4,26,8,0
4055,5028688,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,11,26,8,0
4056,5028689,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,20,26,8,0
4057,5028691,F,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,2.0,11,30,1,0
4058,5028692,F,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,2.0,11,30,1,0
4059,5028693,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,2.0,39,50,20,0
4060,5028694,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,2.0,49,50,20,0
4061,5028695,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,2.0,52,50,20,0
4062,5028696,F,Y,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,2.0,42,50,20,0
4063,5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,3.0,24,30,1,0
4064,5028698,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,3.0,16,30,1,0
4065,5028699,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,3.0,27,30,1,0
4066,5028700,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,1,0,1,0,3.0,34,30,1,0
4067,5028701,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,1.0,15,37,1,0
4068,5028720,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,2.0,47,41,3,0
4069,5028722,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,2.0,47,41,3,0
4070,5028723,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,39,34,11,0
4071,5028724,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,33,34,11,0
4072,5028725,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,34,34,11,0
4073,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,47,34,11,0
4074,5028727,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,42,34,11,0
4075,5028728,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,47,34,11,0
4076,5028729,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,50,34,11,0
4077,5028730,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,40,34,11,0
4078,5028731,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,50,34,11,0
4079,5028732,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,53,34,11,0
4080,5028733,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,59,34,11,0
4081,5028735,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,42,34,11,0
4082,5028736,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,46,34,11,0
4083,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,46,34,11,0
4084,5028738,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,50,34,11,0
4085,5028739,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,33,34,11,0
4086,5028742,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2.0,4,23,1,0
4087,5028743,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2.0,7,23,1,0
4088,5028744,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,1.0,5,24,3,0
4089,5028759,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,11,42,5,0
4090,5028761,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,41,42,5,0
4091,5028762,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,2.0,11,42,5,0
4092,5028770,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2.0,10,33,5,0
4093,5028771,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2.0,3,33,5,0
4094,5028772,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2.0,3,33,5,0
4095,5028773,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,1,0,1,0,2.0,17,33,5,0
4096,5028777,F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,9,22,4,0
4097,5028778,F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,10,22,4,0
4098,5028791,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,1,34,3,0
4099,5028792,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,10,34,3,0
4100,5028793,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,6,34,3,0
4101,5028794,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,7,34,3,0
4102,5028795,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,0,34,3,0
4103,5028796,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,28,34,3,0
4104,5028797,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,19,34,3,0
4105,5028798,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,1,34,3,0
4106,5028799,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,2,34,3,0
4107,5028800,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,5,34,3,0
4108,5028801,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,2,54,15,0
4109,5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,3,43,3,0
4110,5028803,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,4.0,5,43,3,0
4111,5028817,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,2.0,55,48,9,0
4112,5028818,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,2.0,53,48,9,0
4113,5028819,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,2.0,7,48,9,0
4114,5028820,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,2.0,55,48,9,0
4115,5028821,M,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,2.0,4,48,6,0
4116,5028823,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,15,51,1,0
4117,5028824,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,15,51,1,0
4118,5028825,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,55,51,1,0
4119,5028827,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,58,53,5,0
4120,5028828,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,49,53,5,0
4121,5028830,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,58,53,5,0
4122,5028831,M,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,57,53,5,0
4123,5028832,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,29,41,6,0
4124,5028833,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,28,41,6,0
4125,5028834,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,52,41,6,0
4126,5028835,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,51,41,6,0
4127,5028836,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,25,41,6,0
4128,5028837,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,2.0,51,41,6,0
4129,5028838,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,2.0,58,44,18,0
4130,5028842,M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,5,33,2,0
4131,5028844,M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,8,33,2,0
4132,5028848,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,57,38,8,0
4133,5028849,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,4,38,8,0
4134,5028850,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,26,38,8,0
4135,5028851,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,40,38,8,0
4136,5028852,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,45,38,8,0
4137,5028853,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,57,38,8,0
4138,5028854,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,40,38,8,0
4139,5028855,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,47,38,8,0
4140,5028858,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,57,38,8,0
4141,5028861,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2.0,12,34,8,0
4142,5028862,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,2.0,27,34,8,0
4143,5028866,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5.0,25,41,5,0
4144,5028867,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5.0,14,41,5,0
4145,5028868,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5.0,23,41,5,0
4146,5028869,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,5.0,10,41,5,0
4147,5028872,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,16,51,7,0
4148,5028873,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,15,51,7,0
4149,5028885,M,N,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1.0,29,28,4,0
4150,5028889,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,54,53,10,0
4151,5028890,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,46,53,10,0
4152,5028891,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,51,53,10,0
4153,5028892,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,39,53,10,0
4154,5028893,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,14,53,10,0
4155,5028894,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,22,53,10,0
4156,5028895,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,27,53,10,0
4157,5028896,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,26,53,10,0
4158,5028898,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,54,53,10,0
4159,5028899,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,48,53,10,0
4160,5028900,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,33,53,10,0
4161,5028901,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,1,1,0,0,1.0,46,53,10,0
4162,5028902,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,34,27,5,0
4163,5028903,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,10,27,5,0
4164,5028904,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,12,27,5,0
4165,5028905,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,26,27,5,0
4166,5028906,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,15,27,5,0
4167,5028907,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,8,27,5,0
4168,5028908,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,45,27,5,0
4169,5028909,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,52,27,5,0
4170,5028911,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,12,53,3,0
4171,5028912,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,59,47,5,0
4172,5028916,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,59,47,5,0
4173,5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,35,47,5,0
4174,5028918,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,30,47,5,0
4175,5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,19,47,5,0
4176,5028920,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,9,47,5,0
4177,5028921,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,4,47,5,0
4178,5028922,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,3,47,5,0
4179,5028923,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,6,47,5,0
4180,5028924,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,7,47,5,0
4181,5028925,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,9,47,5,0
4182,5028926,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,13,47,5,0
4183,5028927,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,16,47,5,0
4184,5028928,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,21,47,5,0
4185,5028929,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,24,47,5,0
4186,5028930,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,27,47,5,0
4187,5028931,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,57,47,5,0
4188,5028932,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1.0,44,48,0,0
4189,5028933,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1.0,44,48,0,0
4190,5028934,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1.0,51,48,0,0
4191,5028940,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1.0,45,48,0,0
4192,5028941,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1.0,22,48,0,0
4193,5028942,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,1.0,54,48,0,0
4194,5028951,M,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1.0,8,54,2,0
4195,5028952,M,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,1.0,15,54,2,0
4196,5028974,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,34,31,2,0
4197,5028975,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,43,31,2,0
4198,5028976,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,51,31,2,0
4199,5028977,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,32,31,2,0
4200,5028978,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,7,31,2,0
4201,5028979,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,34,31,2,0
4202,5028980,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,3,31,2,0
4203,5028981,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,9,31,2,0
4204,5028982,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,5.0,40,31,2,0
4205,5028983,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,1.0,50,52,6,0
4206,5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,1.0,54,52,6,0
4207,5028986,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,1.0,40,52,6,0
4208,5028987,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,1.0,50,52,6,0
4209,5028989,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,3.0,31,42,6,0
4210,5028990,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,3.0,11,42,6,0
4211,5028991,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,3.0,29,42,6,0
4212,5029005,M,Y,N,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,5,47,15,0
4213,5029006,M,Y,N,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,3.0,22,47,15,0
4214,5029008,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,9,38,1,0
4215,5029009,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,15,38,1,0
4216,5029010,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,48,38,1,0
4217,5029013,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,1,38,1,0
4218,5029014,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,13,38,1,0
4219,5029015,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,14,38,1,0
4220,5029016,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,17,38,1,0
4221,5029017,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,35,38,1,0
4222,5029018,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,2.0,36,38,1,0
4223,5029019,F,N,Y,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,1.0,10,51,1,0
4224,5029024,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,2.0,17,46,10,0
