borough_x,block,lot,sale_price,zip_code,borough_y,yearbuilt,lotarea,bldgarea,resarea,comarea,unitsres,unitstotal,numfloors,latitude,longitude,landuse,bldgclass,building_age
1,1145,61,354050,10023.0,MN,1913.0,10667.0,114150.0,108825.0,5325.0,150.0,156.0,12.0,40.7795952,-73.9805055,3.0,D4,112.0
1,1145,61,490000,10023.0,MN,1913.0,10667.0,114150.0,108825.0,5325.0,150.0,156.0,12.0,40.7795952,-73.9805055,3.0,D4,112.0
1,1145,61,470000,10023.0,MN,1913.0,10667.0,114150.0,108825.0,5325.0,150.0,156.0,12.0,40.7795952,-73.9805055,3.0,D4,112.0
1,1145,61,480000,10023.0,MN,1913.0,10667.0,114150.0,108825.0,5325.0,150.0,156.0,12.0,40.7795952,-73.9805055,3.0,D4,112.0
1,1146,8,750000,10023.0,MN,1923.0,6586.0,47551.0,47551.0,0.0,43.0,43.0,9.0,40.7797598,-73.9796894,3.0,D4,102.0
1,1146,8,1200000,10023.0,MN,1923.0,6586.0,47551.0,47551.0,0.0,43.0,43.0,9.0,40.7797598,-73.9796894,3.0,D4,102.0
1,1146,18,1175000,10023.0,BK,1985.0,2138.0,4120.0,4120.0,0.0,14.0,14.0,4.0,40.6784554,-73.9646466,2.0,C1,40.0
1,1146,18,1949000,10023.0,BK,1985.0,2138.0,4120.0,4120.0,0.0,14.0,14.0,4.0,40.6784554,-73.9646466,2.0,C1,40.0
1,1146,18,1600000,10023.0,BK,1985.0,2138.0,4120.0,4120.0,0.0,14.0,14.0,4.0,40.6784554,-73.9646466,2.0,C1,40.0
1,1147,56,375000,10023.0,MN,1966.0,6213.0,28300.0,28300.0,0.0,41.0,41.0,6.0,40.7806819,-73.9791331,3.0,D4,59.0
1,1147,56,350000,10023.0,MN,1966.0,6213.0,28300.0,28300.0,0.0,41.0,41.0,6.0,40.7806819,-73.9791331,3.0,D4,59.0
1,1147,56,492000,10023.0,MN,1966.0,6213.0,28300.0,28300.0,0.0,41.0,41.0,6.0,40.7806819,-73.9791331,3.0,D4,59.0
1,1148,21,995000,10023.0,MN,1921.0,6436.0,46118.0,46118.0,0.0,28.0,28.0,9.0,40.7806185,-73.9777862,3.0,D4,104.0
1,1148,21,995000,10023.0,MN,1921.0,6436.0,46118.0,46118.0,0.0,28.0,28.0,9.0,40.7806185,-73.9777862,3.0,D4,104.0
1,1148,21,1945000,10023.0,MN,1921.0,6436.0,46118.0,46118.0,0.0,28.0,28.0,9.0,40.7806185,-73.9777862,3.0,D4,104.0
1,1150,37,3310000,10024.0,SI,1931.0,11000.0,4810.0,0.0,4810.0,0.0,1.0,1.0,40.6374262,-74.1466847,7.0,G2,94.0
1,1150,37,2525000,10024.0,SI,1931.0,11000.0,4810.0,0.0,4810.0,0.0,1.0,1.0,40.6374262,-74.1466847,7.0,G2,94.0
1,1150,55,778000,10024.0,MN,1911.0,8549.0,70080.0,70080.0,0.0,72.0,72.0,12.0,40.7824739,-73.9774751,3.0,D4,114.0
1,1150,55,1560000,10024.0,MN,1911.0,8549.0,70080.0,70080.0,0.0,72.0,72.0,12.0,40.7824739,-73.9774751,3.0,D4,114.0
1,1150,55,350000,10024.0,MN,1911.0,8549.0,70080.0,70080.0,0.0,72.0,72.0,12.0,40.7824739,-73.9774751,3.0,D4,114.0
1,1150,55,1560000,10024.0,MN,1911.0,8549.0,70080.0,70080.0,0.0,72.0,72.0,12.0,40.7824739,-73.9774751,3.0,D4,114.0
1,1150,56,2200000,10024.0,BK,1873.0,2882.0,4664.0,4664.0,0.0,6.0,6.0,4.0,40.6787293,-73.9725997,2.0,C2,152.0
1,1150,56,2895000,10024.0,BK,1873.0,2882.0,4664.0,4664.0,0.0,6.0,6.0,4.0,40.6787293,-73.9725997,2.0,C2,152.0
1,1150,56,1625000,10024.0,BK,1873.0,2882.0,4664.0,4664.0,0.0,6.0,6.0,4.0,40.6787293,-73.9725997,2.0,C2,152.0
1,1150,56,438887,10024.0,BK,1873.0,2882.0,4664.0,4664.0,0.0,6.0,6.0,4.0,40.6787293,-73.9725997,2.0,C2,152.0
1,1162,1,490000,10023.0,MN,1927.0,7029.0,92239.0,90239.0,2000.0,114.0,115.0,17.0,40.7785721,-73.98503,3.0,D4,98.0
1,1162,12,1076700,10023.0,MN,1926.0,9749.0,68989.0,68989.0,0.0,53.0,53.0,9.0,40.778185,-73.9841166,3.0,D4,99.0
1,1162,12,1110000,10023.0,MN,1926.0,9749.0,68989.0,68989.0,0.0,53.0,53.0,9.0,40.778185,-73.9841166,3.0,D4,99.0
1,1162,16,625000,10023.0,BK,1931.0,3930.0,8248.0,8248.0,0.0,8.0,8.0,4.0,40.6760366,-73.9624595,2.0,C6,94.0
1,1162,20,425000,10023.0,BK,1930.0,2902.0,2880.0,2880.0,0.0,2.0,2.0,3.0,40.6759734,-73.9621567,1.0,B3,95.0
1,1162,20,460000,10023.0,BK,1930.0,2902.0,2880.0,2880.0,0.0,2.0,2.0,3.0,40.6759734,-73.9621567,1.0,B3,95.0
1,1162,20,400000,10023.0,BK,1930.0,2902.0,2880.0,2880.0,0.0,2.0,2.0,3.0,40.6759734,-73.9621567,1.0,B3,95.0
1,1162,20,720000,10023.0,BK,1930.0,2902.0,2880.0,2880.0,0.0,2.0,2.0,3.0,40.6759734,-73.9621567,1.0,B3,95.0
1,1162,29,590000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,865000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,950000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,999000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,680000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,825000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,1800000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,2395000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,2030000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,995000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,1075000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,995000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,875000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,710000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,1350000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1162,29,560000,10023.0,MN,1971.0,34300.0,421205.0,350205.0,71000.0,387.0,395.0,41.0,40.7777978,-73.982788,3.0,D4,54.0
1,1163,1,900000,10023.0,BK,1975.0,41764.0,118230.0,0.0,118230.0,0.0,1.0,5.0,40.6751572,-73.9594678,8.0,I6,50.0
1,1163,1,997500,10023.0,BK,1975.0,41764.0,118230.0,0.0,118230.0,0.0,1.0,5.0,40.6751572,-73.9594678,8.0,I6,50.0
1,1163,1,725000,10023.0,BK,1975.0,41764.0,118230.0,0.0,118230.0,0.0,1.0,5.0,40.6751572,-73.9594678,8.0,I6,50.0
1,1163,61,1329000,10023.0,MN,1925.0,8716.0,102571.0,100071.0,2500.0,75.0,80.0,15.0,40.7794586,-73.9843257,3.0,D4,100.0
1,1163,61,1395000,10023.0,MN,1925.0,8716.0,102571.0,100071.0,2500.0,75.0,80.0,15.0,40.7794586,-73.9843257,3.0,D4,100.0
1,1163,61,910000,10023.0,MN,1925.0,8716.0,102571.0,100071.0,2500.0,75.0,80.0,15.0,40.7794586,-73.9843257,3.0,D4,100.0
1,1164,2,415000,10023.0,MN,1924.0,5000.0,49327.0,47327.0,2000.0,58.0,60.0,16.0,40.7799114,-73.9839898,3.0,D4,101.0
1,1164,2,545000,10023.0,MN,1924.0,5000.0,49327.0,47327.0,2000.0,58.0,60.0,16.0,40.7799114,-73.9839898,3.0,D4,101.0
1,1164,2,650000,10023.0,MN,1924.0,5000.0,49327.0,47327.0,2000.0,58.0,60.0,16.0,40.7799114,-73.9839898,3.0,D4,101.0
1,1164,2,1395000,10023.0,MN,1924.0,5000.0,49327.0,47327.0,2000.0,58.0,60.0,16.0,40.7799114,-73.9839898,3.0,D4,101.0
1,1164,2,605475,10023.0,MN,1924.0,5000.0,49327.0,47327.0,2000.0,58.0,60.0,16.0,40.7799114,-73.9839898,3.0,D4,101.0
1,1164,2,620000,10023.0,MN,1924.0,5000.0,49327.0,47327.0,2000.0,58.0,60.0,16.0,40.7799114,-73.9839898,3.0,D4,101.0
1,1164,63,3127500,10023.0,MN,1918.0,7667.0,75462.0,75462.0,0.0,36.0,36.0,13.0,40.7801968,-73.9837875,3.0,D4,107.0
1,1165,4,1350000,10023.0,MN,1925.0,11950.0,148845.0,148845.0,0.0,63.0,63.0,16.0,40.7807814,-73.9833541,3.0,D4,100.0
1,1165,4,1850000,10023.0,MN,1925.0,11950.0,148845.0,148845.0,0.0,63.0,63.0,16.0,40.7807814,-73.9833541,3.0,D4,100.0
1,1166,1,2195000,10023.0,SI,1973.0,9950.0,4800.0,4800.0,0.0,4.0,4.0,2.0,40.6300385,-74.1477636,2.0,C5,52.0
1,1166,7,924000,10023.0,MN,1924.0,10217.0,75312.0,75312.0,0.0,59.0,59.0,10.0,40.7809789,-73.9825921,3.0,D4,101.0
1,1166,61,1750000,10023.0,MN,1925.0,6436.0,85836.0,85836.0,0.0,66.0,66.0,16.0,40.7814593,-73.9829387,3.0,D4,100.0
1,1166,61,1685000,10023.0,MN,1925.0,6436.0,85836.0,85836.0,0.0,66.0,66.0,16.0,40.7814593,-73.9829387,3.0,D4,100.0
1,1166,154,815000,10023.0,MN,1920.0,6130.0,44351.0,44351.0,0.0,38.0,38.0,10.0,40.7811929,-73.9823068,3.0,D4,105.0
1,1166,154,1080000,10023.0,MN,1920.0,6130.0,44351.0,44351.0,0.0,38.0,38.0,10.0,40.7811929,-73.9823068,3.0,D4,105.0
1,1167,1,999000,10023.0,MN,1924.0,6525.0,77008.0,76408.0,600.0,33.0,34.0,15.0,40.7818215,-73.9826497,3.0,D4,101.0
1,1167,1,1075000,10023.0,MN,1924.0,6525.0,77008.0,76408.0,600.0,33.0,34.0,15.0,40.7818215,-73.9826497,3.0,D4,101.0
1,1167,61,825000,10023.0,SI,1925.0,5000.0,1761.0,1761.0,0.0,2.0,2.0,2.5,40.6288086,-74.1479843,1.0,B2,100.0
1,1167,61,50000,10023.0,SI,1925.0,5000.0,1761.0,1761.0,0.0,2.0,2.0,2.5,40.6288086,-74.1479843,1.0,B2,100.0
1,1167,61,1460000,10023.0,SI,1925.0,5000.0,1761.0,1761.0,0.0,2.0,2.0,2.5,40.6288086,-74.1479843,1.0,B2,100.0
1,1167,61,600000,10023.0,SI,1925.0,5000.0,1761.0,1761.0,0.0,2.0,2.0,2.5,40.6288086,-74.1479843,1.0,B2,100.0
1,1167,61,2735000,10023.0,SI,1925.0,5000.0,1761.0,1761.0,0.0,2.0,2.0,2.5,40.6288086,-74.1479843,1.0,B2,100.0
1,1168,22,1095000,10024.0,MN,1930.0,10175.0,195491.0,177172.0,18319.0,113.0,121.0,23.0,40.7818185,-73.9805482,3.0,D4,95.0
1,1168,22,1150000,10024.0,MN,1930.0,10175.0,195491.0,177172.0,18319.0,113.0,121.0,23.0,40.7818185,-73.9805482,3.0,D4,95.0
1,1168,22,882500,10024.0,MN,1930.0,10175.0,195491.0,177172.0,18319.0,113.0,121.0,23.0,40.7818185,-73.9805482,3.0,D4,95.0
1,1168,22,810000,10024.0,MN,1930.0,10175.0,195491.0,177172.0,18319.0,113.0,121.0,23.0,40.7818185,-73.9805482,3.0,D4,95.0
1,1168,22,975000,10024.0,MN,1930.0,10175.0,195491.0,177172.0,18319.0,113.0,121.0,23.0,40.7818185,-73.9805482,3.0,D4,95.0
1,1168,22,880000,10024.0,MN,1930.0,10175.0,195491.0,177172.0,18319.0,113.0,121.0,23.0,40.7818185,-73.9805482,3.0,D4,95.0
1,1169,37,967500,10024.0,SI,1901.0,2560.0,1504.0,1504.0,0.0,1.0,1.0,2.0,40.6312897,-74.1481519,1.0,A9,124.0
1,1169,37,540000,10024.0,SI,1901.0,2560.0,1504.0,1504.0,0.0,1.0,1.0,2.0,40.6312897,-74.1481519,1.0,A9,124.0
1,1170,23,1360000,10024.0,MN,1926.0,8377.0,62403.0,62403.0,0.0,40.0,40.0,9.0,40.7829628,-73.9794104,3.0,D4,99.0
1,1179,19,930000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,710000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,765000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,1300000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,705000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,680000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,715000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,516000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,862800,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,585000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,695000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,650000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,685000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,650000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1179,19,1130000,10023.0,MN,1962.0,55250.0,426476.0,424476.0,2000.0,420.0,421.0,20.0,40.7766072,-73.9876481,3.0,D4,63.0
1,1182,12,354900,10023.0,MN,1910.0,9575.0,41106.0,41106.0,0.0,36.0,36.0,6.0,40.7793161,-73.9868677,3.0,D4,115.0
1,1182,12,1060000,10023.0,MN,1910.0,9575.0,41106.0,41106.0,0.0,36.0,36.0,6.0,40.7793161,-73.9868677,3.0,D4,115.0
1,1182,12,799000,10023.0,MN,1910.0,9575.0,41106.0,41106.0,0.0,36.0,36.0,6.0,40.7793161,-73.9868677,3.0,D4,115.0
1,1182,20,1350000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,1995000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,1540000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,565000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,1290000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,850000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,665000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1182,20,708000,10023.0,MN,1963.0,22596.0,253741.0,241041.0,12700.0,185.0,185.0,16.0,40.7790059,-73.9860554,3.0,D4,62.0
1,1183,29,650000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,650000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,507000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,425000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,285000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,430000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,799000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,799000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,455000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,340000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,450000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,29,499000,10023.0,QN,1920.0,2000.0,2014.0,2014.0,0.0,3.0,3.0,2.0,40.7525243,-73.9012497,2.0,C0,105.0
1,1183,32,465000,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,1695504,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,950000,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,1695504,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,385000,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,1695504,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,1695504,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,1695504,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,1695504,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,32,865000,10023.0,MN,1917.0,5900.0,63495.0,59495.0,4000.0,58.0,60.0,14.0,40.7795739,-73.9849648,3.0,D4,108.0
1,1183,35,515000,10023.0,QN,1920.0,2200.0,2014.0,2014.0,0.0,2.0,2.0,2.0,40.7521894,-73.9011924,1.0,B2,105.0
1,1183,37,2995000,10023.0,QN,1940.0,2250.0,1530.0,1224.0,0.0,1.0,1.0,2.0,40.7525849,-73.9014769,1.0,A5,85.0
1,1183,37,2990000,10023.0,QN,1940.0,2250.0,1530.0,1224.0,0.0,1.0,1.0,2.0,40.7525849,-73.9014769,1.0,A5,85.0
1,1183,37,4700000,10023.0,QN,1940.0,2250.0,1530.0,1224.0,0.0,1.0,1.0,2.0,40.7525849,-73.9014769,1.0,A5,85.0
1,1183,37,1650000,10023.0,QN,1940.0,2250.0,1530.0,1224.0,0.0,1.0,1.0,2.0,40.7525849,-73.9014769,1.0,A5,85.0
1,1183,37,1400000,10023.0,QN,1940.0,2250.0,1530.0,1224.0,0.0,1.0,1.0,2.0,40.7525849,-73.9014769,1.0,A5,85.0
1,1183,42,1325000,10023.0,QN,1940.0,1633.0,1860.0,1440.0,0.0,2.0,2.0,2.0,40.7521105,-73.9019396,1.0,B3,85.0
1,1183,42,1150000,10023.0,QN,1940.0,1633.0,1860.0,1440.0,0.0,2.0,2.0,2.0,40.7521105,-73.9019396,1.0,B3,85.0
1,1183,42,1295000,10023.0,QN,1940.0,1633.0,1860.0,1440.0,0.0,2.0,2.0,2.0,40.7521105,-73.9019396,1.0,B3,85.0
1,1183,46,875000,10023.0,QN,1940.0,1440.0,1584.0,1224.0,0.0,2.0,2.0,2.0,40.7525085,-73.9020112,1.0,B3,85.0
1,1183,46,1450000,10023.0,QN,1940.0,1440.0,1584.0,1224.0,0.0,2.0,2.0,2.0,40.7525085,-73.9020112,1.0,B3,85.0
1,1184,7,1386000,10023.0,MN,1913.0,6130.0,56074.0,56074.0,0.0,46.0,46.0,13.0,40.7802793,-73.9848527,3.0,D4,112.0
1,1184,7,930000,10023.0,MN,1913.0,6130.0,56074.0,56074.0,0.0,46.0,46.0,13.0,40.7802793,-73.9848527,3.0,D4,112.0
1,1184,10,625000,10023.0,QN,1950.0,5000.0,1840.0,0.0,1840.0,0.0,1.0,1.0,40.7536984,-73.9004214,5.0,G8,75.0
1,1184,10,780000,10023.0,QN,1950.0,5000.0,1840.0,0.0,1840.0,0.0,1.0,1.0,40.7536984,-73.9004214,5.0,G8,75.0
1,1184,10,3400000,10023.0,QN,1950.0,5000.0,1840.0,0.0,1840.0,0.0,1.0,1.0,40.7536984,-73.9004214,5.0,G8,75.0
1,1184,19,1550000,10023.0,MN,1926.0,16275.0,203479.0,201479.0,2000.0,80.0,81.0,15.0,40.7804,-73.9844302,3.0,D4,99.0
1,1184,19,1895000,10023.0,MN,1926.0,16275.0,203479.0,201479.0,2000.0,80.0,81.0,15.0,40.7804,-73.9844302,3.0,D4,99.0
1,1184,28,997375,10023.0,MN,1936.0,8775.0,127782.0,127782.0,0.0,100.0,100.0,19.0,40.7807377,-73.9851126,3.0,D4,89.0
1,1184,28,2400000,10023.0,MN,1936.0,8775.0,127782.0,127782.0,0.0,100.0,100.0,19.0,40.7807377,-73.9851126,3.0,D4,89.0
1,1184,28,896117,10023.0,MN,1936.0,8775.0,127782.0,127782.0,0.0,100.0,100.0,19.0,40.7807377,-73.9851126,3.0,D4,89.0
1,1184,31,610000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,800000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,653000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,700000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,1275000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,1200000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,690000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,644500,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,880000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,515000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,1150000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,800000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,525000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,469000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,2060000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,1450000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,1100000,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,31,632500,10023.0,MN,1950.0,76300.0,689522.0,646232.0,43290.0,636.0,636.0,19.0,40.7811246,-73.984495,3.0,D4,75.0
1,1184,83,1630000,10023.0,MN,1948.0,4984.0,33880.0,33880.0,0.0,24.0,24.0,8.0,40.7817283,-73.9834405,3.0,D4,77.0
1,1184,83,1900000,10023.0,MN,1948.0,4984.0,33880.0,33880.0,0.0,24.0,24.0,8.0,40.7817283,-73.9834405,3.0,D4,77.0
1,1184,83,1999000,10023.0,MN,1948.0,4984.0,33880.0,33880.0,0.0,24.0,24.0,8.0,40.7817283,-73.9834405,3.0,D4,77.0
