MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
2.2661,16,5.78305084745763,1.13050847457627,1873,3.17457627118644,40.37,-120.58,0.618
2.4757,26,5.9,1.11785714285714,762,2.72142857142857,40.38,-120.42,0.856
1.7333,19,5.4251968503937,1.1259842519685,355,2.79527559055118,40.45,-120.36,0.7
5.5179,36,5.14285714285714,1.14285714285714,4198,599.714285714286,40.41,-120.51,0.675
3.4028,17,5.93870402802102,1.09106830122592,1529,2.67775831873905,40.29,-120.54,0.91
3.4643,16,5.07242339832869,1.00278551532033,969,2.6991643454039,40.31,-120.49,0.851
2.1198,21,5.4041095890411,0.965753424657534,406,2.78082191780822,40.17,-120.37,0.735
2.6765,26,5.41534988713318,1.16930022573363,1037,2.34085778781038,40.26,-120.2,0.476
1.7267,19,6.09660574412533,1.35248041775457,1028,2.68407310704961,39.92,-120.09,0.607
6.1946,27,5.86148648648649,0.967342342342342,2363,2.66103603603604,34.27,-118.27,2.761
4.9833,32,6.46107784431138,1.23952095808383,486,2.91017964071856,34.26,-118.28,2.13
4.008,33,5.19117647058824,1.16503267973856,1845,3.01470588235294,34.26,-118.29,1.911
3.5568,37,4.92844677137871,1.10471204188482,1619,2.82547993019197,34.26,-118.3,1.845
4.81,42,4.97949886104784,0.963553530751709,1145,2.60820045558087,34.26,-118.3,1.919
3.5214,35,5.02457002457003,1.10565110565111,1166,2.86486486486487,34.25,-118.28,1.976
2.6036,29,3.32769830949285,1.02340702210663,1886,2.45253576072822,34.25,-118.28,1.621
2.4727,19,3.77229601518027,1.12713472485769,1399,2.65464895635674,34.25,-118.29,1.75
3.0795,8,4.05240174672489,1.1018922852984,3565,2.59461426491994,34.25,-118.29,1.615
5.0234,37,5.77494199535963,1.05336426914153,1215,2.81902552204176,34.25,-118.27,2.576
4.4485,35,6.41411042944785,1.10429447852761,879,2.69631901840491,34.25,-118.27,2.619
6.3688,30,5.58974358974359,0.946153846153846,1050,2.69230769230769,34.24,-118.27,2.776
4.6635,35,5.19333333333333,0.953333333333333,371,2.47333333333333,34.25,-118.27,2.301
4.4375,39,4.88811188811189,1.04895104895105,358,2.5034965034965,34.25,-118.27,1.958
4.45,32,5.15618661257606,1.06693711967546,1278,2.59229208924949,34.24,-118.28,2.636
5.6184,29,5.88541666666667,1.00694444444444,1543,2.67881944444445,34.24,-118.28,3.169
3.1523,36,4.9808429118774,1.16475095785441,688,2.6360153256705,34.25,-118.3,1.767
4.2639,31,5.68877099911583,1.05039787798409,3540,3.12997347480106,34.24,-118.33,2.933
5.997,19,5.80501567398119,1.03636363636364,3963,2.4846394984326,34.22,-118.35,2.287
4.1302,30,5.50218340611354,0.96943231441048,638,2.78602620087336,34.22,-118.35,2.583
3.275,39,5.17605633802817,1.09859154929578,1047,3.68661971830986,34.21,-118.35,1.814
3.75,42,4.74778761061947,0.973451327433628,804,3.55752212389381,34.21,-118.35,1.726
5.1145,34,5.14691943127962,0.963665086887836,1810,2.85939968404423,34.28,-118.31,2.199
6.0808,35,4.96907216494845,0.941580756013746,759,2.60824742268041,34.27,-118.31,2.156
3.599,43,5.45126353790614,1.11913357400722,809,2.92057761732852,34.26,-118.3,1.765
4.1964,40,5.81967213114754,1.16939890710383,605,3.30601092896175,34.26,-118.3,1.859
4.2685,38,5.83505154639175,1.18556701030928,1124,2.89690721649485,34.26,-118.31,1.896
3.0583,41,4.11746031746032,1.03809523809524,733,2.32698412698413,34.26,-118.31,1.603
4.1339,34,4.9504132231405,1,948,2.61157024793388,34.26,-118.31,1.873
4.4875,32,5.16083916083916,1.10629370629371,1804,2.52307692307692,34.26,-118.32,2.227
4.6944,30,6.03001876172608,0.962476547842402,1700,3.18949343339587,34.28,-118.35,2.482
3.1349,29,4.32193732193732,1.04273504273504,1776,2.52991452991453,34.27,-118.33,2.302
6.2037,32,5.34513274336283,0.955752212389381,314,2.7787610619469,34.27,-118.35,2.054
5.2661,37,6.70188679245283,1.13584905660377,702,2.64905660377359,34.26,-118.34,3.149
6.1464,34,6.30925507900677,1.03837471783296,1267,2.86004514672686,34.25,-118.35,3.544
6.838,34,6.47359154929578,1.00880281690141,1598,2.81338028169014,34.26,-118.36,3.78
3.1607,28,3.58733624454149,1.06768558951965,1142,2.49344978165939,34.26,-118.3,2.006
4.5833,44,4.93835616438356,0.976027397260274,859,2.94178082191781,34.25,-118.3,1.973
5.76,37,6.0418410041841,1.02928870292887,624,2.61087866108787,34.26,-118.31,2.394
3.8,36,4.60146699266504,1.10757946210269,1005,2.45721271393643,34.26,-118.31,2.171
4.4375,24,5.33542319749216,1.05538140020899,2310,2.41379310344828,34.26,-118.32,1.915
4.4818,24,6.04118404118404,1.05534105534106,3566,4.58944658944659,34.28,-118.39,1.662
4.7932,22,5.29665071770335,0.986842105263158,3152,3.77033492822967,34.28,-118.38,1.663
3.3304,16,4.46232179226069,1.00475220638153,6161,4.1826205023761,34.28,-118.4,1.549
2.8214,8,4.44322845417237,1.15868673050616,2608,3.56771545827633,34.27,-118.38,1.583
3.35,35,4.68837209302326,0.948837209302326,1162,5.4046511627907,34.29,-118.41,1.476
4.2969,32,5.19934640522876,1.04575163398693,1818,5.94117647058824,34.29,-118.41,1.458
4.125,29,4.77819548872181,1.02255639097744,1338,5.03007518796993,34.28,-118.42,1.5
3.7566,32,5.45338983050848,1.125,2609,5.52754237288136,34.28,-118.41,1.467
2.6652,22,4.15230224321133,0.956316410861865,3134,3.70011806375443,34.28,-118.4,1.648
3.2865,35,4.04926108374384,0.985221674876847,1197,5.89655172413793,34.28,-118.42,1.333
2.8,34,4.55353075170843,0.972665148063781,2391,5.44646924829157,34.28,-118.42,1.443
1.6295,33,4.27208480565371,1.20494699646643,1097,3.87632508833922,34.27,-118.42,1.343
3.3214,33,4.41981132075472,1.0188679245283,1216,5.73584905660377,34.27,-118.42,1.313
2.6667,35,3.89595375722543,0.884393063583815,808,4.67052023121387,34.27,-118.42,1.478
3.0132,30,4.59800664451827,1.02325581395349,2054,6.82392026578073,34.28,-118.43,1.426
4.2353,31,4.20074349442379,1.02602230483271,1533,5.69888475836431,34.27,-118.43,1.568
3.024,36,4.02409638554217,1.00401606425703,1312,5.26907630522088,34.27,-118.43,1.48
3.225,37,4.28451882845188,1.02928870292887,1371,5.73640167364017,34.27,-118.42,1.475
3.5104,30,3.37669376693767,1.01084010840108,1990,5.3929539295393,34.26,-118.43,1.409
3.2583,37,3.78805970149254,1.03880597014925,1835,5.47761194029851,34.26,-118.43,1.472
3.4,35,4.17741935483871,1.00537634408602,1022,5.49462365591398,34.27,-118.44,1.396
2.9519,43,4.18965517241379,0.988505747126437,935,5.37356321839081,34.26,-118.43,1.409
3.6791,37,4.38920454545455,0.96875,1909,5.42329545454545,34.25,-118.42,1.481
2.9205,35,4.72875816993464,1.09477124183007,1630,5.32679738562092,34.25,-118.43,1.431
2.1062,26,3.69421487603306,1.07644628099174,2582,5.33471074380165,34.26,-118.42,1.364
2.5313,38,3.91891891891892,0.923423423423423,1065,4.7972972972973,34.26,-118.41,1.361
3.4519,36,4.46330275229358,1.01376146788991,1086,4.98165137614679,34.26,-118.42,1.433
3.9,37,4.35279805352798,1.0316301703163,2279,5.54501216545012,34.26,-118.42,1.386
2.9219,38,4.20588235294118,0.995098039215686,1250,6.12745098039216,34.27,-118.41,1.379
1.4867,35,3.97643593519882,1.03387334315169,3444,5.07216494845361,34.27,-118.42,1.24
4.2538,13,5.13364595545135,1.02227432590856,2560,3.00117233294256,34.26,-118.4,1.543
2.2019,13,4.33333333333333,1.15046296296296,1927,4.46064814814815,34.25,-118.4,1.342
1.95,19,3.2183908045977,0.96551724137931,483,5.55172413793104,34.25,-118.41,1.375
2.6429,33,4.49456521739131,1.04347826086957,981,5.33152173913044,34.25,-118.41,1.431
3.6016,36,4.21323529411765,0.952205882352941,1173,4.3125,34.25,-118.41,1.538
3.2284,18,4.21909424724602,1.04895960832313,3663,4.48347613219094,34.25,-118.41,1.571
2.525,17,3.78743068391867,1.01293900184843,2243,4.1460258780037,34.24,-118.42,1.637
3.6292,36,4.58333333333333,1.06089743589744,1502,4.81410256410256,34.25,-118.42,1.452
4.233,34,4.99436090225564,0.968045112781955,1948,3.66165413533835,34.32,-118.43,1.574
5.901,18,6.46652030735456,1.00987925356751,2882,3.1635565312843,34.33,-118.43,2.356
4.1724,14,5.23949579831933,1.08067226890756,3568,2.99831932773109,34.32,-118.44,2.116
3.9583,19,4.84229390681004,1.03440860215054,4205,3.01433691756272,34.31,-118.42,1.632
3.6548,29,4.64345403899722,0.991643454038997,2919,4.06545961002786,34.3,-118.42,1.803
5.2987,18,6.1593252108716,1.03561387066542,3473,3.25492033739456,34.32,-118.41,2.034
5.1668,28,5.70125223613596,1.01788908765653,2205,3.94454382826476,34.3,-118.41,1.874
4.3409,30,5.13050847457627,1.02372881355932,1970,3.33898305084746,34.32,-118.42,1.56
4.0301,14,4.53661202185792,1.02841530054645,3163,3.4568306010929,34.31,-118.44,1.543
2.7472,22,4.26541554959786,1.10187667560322,2661,3.56702412868633,34.31,-118.44,1.601
3.4,38,4.87767584097859,0.960244648318043,1181,3.61162079510703,34.3,-118.44,1.555
4.0556,9,5.38390092879257,1.10835913312694,820,2.53869969040248,34.31,-118.45,1.825
4.26,23,5.10410557184751,0.939882697947214,1952,2.86217008797654,34.32,-118.45,1.894
4.1514,10,5.47064393939394,1.0530303030303,2917,2.76231060606061,34.32,-118.46,1.941
4.4773,28,5.57090909090909,1.04363636363636,977,3.55272727272727,34.31,-118.45,1.731
4.0337,32,5.78520286396181,1.13603818615752,2291,5.46778042959427,34.3,-118.46,1.585
4.2708,24,4.88294314381271,1.00501672240803,1460,2.44147157190636,34.31,-118.46,2.182
4.8988,13,5.11324376199616,0.994241842610365,1468,2.81765834932822,34.32,-118.47,3.252
6.0891,9,5.93034825870647,0.982587064676617,1697,4.22139303482587,34.33,-118.48,2.701
3,31,4.58403361344538,1.07563025210084,892,3.74789915966387,34.31,-118.48,1.724
3.6736,16,4.40035273368607,0.971781305114638,2314,4.08112874779542,34.3,-118.47,1.922
3.0526,24,4.5283950617284,1.09876543209877,3151,3.89012345679012,34.29,-118.46,1.833
4.2935,18,4.4565445026178,1.03350785340314,3401,3.56125654450262,34.29,-118.47,1.9
9.2873,26,7.77280550774527,1.05163511187608,1714,2.95008605851979,34.29,-118.49,4.318
6.8695,27,6.56735751295337,1.00777202072539,1071,2.77461139896373,34.28,-118.49,3.194
6.6458,31,5.96598639455782,0.994897959183674,1957,3.32823129251701,34.28,-118.49,2.855
7.0598,25,6.96598639455782,0.986394557823129,357,2.42857142857143,34.31,-118.49,3.563
8.1248,18,7.85130890052356,1.02198952879581,3189,3.33926701570681,34.32,-118.52,3.74
7.5078,24,7.02285714285714,0.992,2710,3.09714285714286,34.3,-118.51,3.44
6.3911,29,6.71790808240888,1.03486529318542,1890,2.99524564183835,34.28,-118.51,3.017
6.4171,29,6.88235294117647,1.03743315508021,525,2.80748663101604,34.29,-118.51,3.193
7.7464,28,7.28205128205128,1.02564102564103,868,2.78205128205128,34.29,-118.52,4.746
8.8467,17,7.60804020100503,1.04020100502513,2144,3.59128978224456,34.3,-118.52,4.507
4.3047,27,4.29534510433387,1.04654895666132,2661,4.27126805778491,34.3,-118.45,1.521
3.4812,35,4.50883002207506,1.01434878587197,3988,4.40176600441501,34.3,-118.45,1.602
6.7248,18,7.17408376963351,1.02094240837696,2477,3.24214659685864,34.28,-118.54,3.772
8.1125,16,7.39916666666667,1.0325,3468,2.89,34.28,-118.55,4.286
10.8805,10,7.68036072144289,1.00100200400802,3517,3.52404809619239,34.28,-118.54,5.00001
8.2159,22,7.59965635738832,1.06872852233677,1995,3.42783505154639,34.3,-118.54,3.762
7.0808,4,6.42332415059688,1.05693296602388,2907,2.66942148760331,34.29,-118.57,3.412
3.5714,38,4.49117647058824,0.976470588235294,1303,3.83235294117647,34.28,-118.45,1.52
5.5931,23,5.87632508833922,1.06713780918728,1242,4.3886925795053,34.28,-118.46,2.176
5.1408,33,5.3598615916955,0.913494809688581,881,3.04844290657439,34.27,-118.47,2.229
5.3107,35,6.25219941348974,1.0791788856305,1128,3.30791788856305,34.28,-118.48,2.271
5.5608,35,5.9488188976378,1.07874015748032,873,3.43700787401575,34.28,-118.48,2.267
2.7353,17,5.34814814814815,1.04444444444445,523,1.93703703703704,34.27,-118.47,1.924
5.741,35,6.46067415730337,1.03932584269663,741,4.16292134831461,34.27,-118.47,2.206
4.9323,34,5.54504504504505,1,702,3.16216216216216,34.27,-118.48,2.237
4.9955,33,6.06178489702517,1.02745995423341,1303,2.98169336384439,34.27,-118.48,2.168
3.705,33,5.19130434782609,0.995652173913044,839,3.64782608695652,34.27,-118.45,1.858
5.1296,35,5.95849056603774,1.13207547169811,1012,3.8188679245283,34.27,-118.45,1.959
4.8015,30,5.54929577464789,0.992957746478873,1004,3.53521126760563,34.27,-118.46,1.797
2.6193,28,4.23863636363636,1.05227272727273,1182,2.68636363636364,34.27,-118.46,1.723
3.5347,36,4.17669172932331,1.03383458646617,1333,5.01127819548872,34.27,-118.44,1.581
3.3603,29,4.58490566037736,1.12938005390836,1616,4.35579514824798,34.27,-118.44,1.424
4.8359,35,5.47301587301587,0.987301587301587,992,3.14920634920635,34.26,-118.45,1.956
4.3839,36,5.28363636363636,0.981818181818182,808,2.93818181818182,34.25,-118.45,2.046
4.175,35,5.4205298013245,0.993377483443709,894,2.96026490066225,34.26,-118.45,2.096
5.0947,33,5.77872340425532,1.05106382978723,738,3.14042553191489,34.26,-118.46,2.103
4.9485,36,5.3206106870229,0.969465648854962,761,2.90458015267176,34.26,-118.46,2.171
4.2143,33,5.41031941031941,1.06388206388206,1135,2.78869778869779,34.25,-118.46,2.242
3.6989,32,5.192037470726,0.988290398126464,1064,2.49180327868853,34.25,-118.46,2.086
3.8875,34,4.46735395189003,0.993127147766323,650,2.23367697594502,34.26,-118.47,1.992
5.5792,35,5.46974063400576,0.99135446685879,1123,3.23631123919308,34.26,-118.47,2.184
5.749,36,5.82236842105263,0.973684210526316,938,3.08552631578947,34.26,-118.48,2.38
4.6591,27,6.4964200477327,1.11694510739857,1164,2.77804295942721,34.26,-118.49,2.399
4.1492,34,4.31920199501247,0.99501246882793,1120,2.7930174563591,34.25,-118.47,1.957
5.1619,36,5.20266666666667,1.05333333333333,1040,2.77333333333333,34.25,-118.48,1.953
4.9688,35,5.38059701492537,1.02985074626866,795,2.96641791044776,34.25,-118.48,2.169
5.1068,35,5.53412462908012,0.99406528189911,1074,3.18694362017804,34.25,-118.48,2.233
4.3333,33,5.76795580110497,1.05801104972376,960,2.65193370165746,34.25,-118.49,2.329
5.5714,34,6.24455825864277,1.04353393085788,2521,3.22791293213828,34.27,-118.49,2.259
4.58,33,6.00986193293886,1.03944773175542,1578,3.11242603550296,34.27,-118.49,2.362
4.869,35,5.37259615384615,0.9375,1148,2.75961538461539,34.27,-118.5,2.216
5.4065,34,6.83206106870229,1.07824427480916,1694,3.23282442748092,34.28,-118.51,2.438
7.8193,33,6.8815331010453,0.944250871080139,801,2.79094076655052,34.28,-118.52,3.796
4.055,34,5.13143631436314,1.04471544715447,1966,2.6639566395664,34.27,-118.51,2.225
4.1042,36,5.43198090692124,1.02386634844869,1001,2.3890214797136,34.27,-118.51,2.521
5.5649,36,6.42084168336673,1.07815631262525,1499,3.00400801603206,34.27,-118.52,2.712
5.3847,32,6.14968152866242,0.949044585987261,948,3.01910828025478,34.27,-118.53,3.292
8.176,18,6.68,1.04909090909091,1590,2.89090909090909,34.26,-118.53,3.084
5.6912,22,6.57125154894672,1.03841387856258,2372,2.93928128872367,34.26,-118.54,3.118
6.7415,28,7.64569536423841,0.993377483443709,931,3.08278145695364,34.27,-118.54,3.482
5.634,33,6.57679180887372,1.04095563139932,896,3.0580204778157,34.27,-118.53,3.205
10.9052,23,8.4641638225256,1.01023890784983,1929,3.29180887372014,34.26,-118.54,5.00001
8.203,21,7.59546313799622,1.01323251417769,1508,2.85066162570889,34.26,-118.55,4.454
8.1356,25,7.8704,1.0576,2183,3.4928,34.27,-118.55,3.528
4.8316,33,5.61706349206349,1.01190476190476,1340,2.65873015873016,34.26,-118.5,2.373
3.7816,21,4.47195553309752,1.08084891359272,4717,2.38352703385548,34.26,-118.52,2.542
5.5433,29,6.22670025188917,0.891687657430731,1109,2.79345088161209,34.26,-118.51,3.325
4.6625,11,5.23266666666667,1.10933333333333,3561,2.374,34.25,-118.52,2.909
3.5497,25,4.80194619347453,1.07155123068117,4483,2.5661133371494,34.26,-118.49,2.613
5,28,5.4343163538874,0.954423592493298,2164,2.90080428954424,34.25,-118.49,2.58
9.6047,20,8.46788990825688,0.969036697247707,2795,3.2052752293578,34.27,-118.57,5.00001
7.167,20,7.72865275142315,1.073055028463,3562,3.37950664136622,34.26,-118.59,3.571
6.0137,17,6.12925170068027,1.01473922902494,2337,2.64965986394558,34.24,-118.61,3.759
4.8333,9,5.20109289617486,1.00983606557377,1884,2.05901639344262,34.24,-118.63,2.772
6.3249,15,6.86907020872865,1.04554079696395,4178,2.64263124604681,34.26,-118.62,2.621
5.6392,18,5.95164410058027,1.03481624758221,3010,2.9110251450677,34.26,-118.6,2.715
5.5111,16,5.71674707098553,1.03790489317712,3903,2.68986905582357,34.25,-118.61,2.766
6.5146,18,6.71219512195122,1.09756097560976,670,3.26829268292683,34.22,-118.63,2.776
6.8643,25,6.29157175398633,0.933940774487472,1166,2.65603644646925,34.22,-118.64,3.337
6.1288,18,8.15454545454545,1.29090909090909,263,2.39090909090909,34.23,-118.66,3.5
6.1419,26,7.03207547169811,1.07924528301887,1724,3.25283018867925,34.23,-118.61,3.273
7.3252,24,6.73846153846154,0.971794871794872,2474,3.17179487179487,34.22,-118.61,3.337
3.2564,19,4.04102096627165,1.07338195077484,5005,2.28122151321787,34.23,-118.6,2.303
3.0347,17,4.50580997949419,1.04237867395762,4459,3.04784688995215,34.23,-118.59,2.545
8.565,31,8.10743801652893,1.00413223140496,697,2.8801652892562,34.25,-118.56,5.00001
8.1714,23,7.88359788359788,0.957671957671958,1208,3.1957671957672,34.24,-118.56,5.00001
5.6149,34,6.55269922879177,1,2239,2.87789203084833,34.25,-118.57,2.731
3.2426,26,5.48983050847458,1.09661016949153,1529,2.59152542372881,34.24,-118.58,2.369
3.6231,15,4.36674157303371,1.07280898876405,4992,2.24359550561798,34.25,-118.59,1.933
8.7471,20,7.68308702791461,1,1945,3.19376026272578,34.25,-118.57,4.199
5.521,23,6.7351724137931,1.06068965517241,2119,2.92275862068966,34.25,-118.58,2.808
5.5126,36,5.96474953617811,0.981447124304267,1710,3.17254174397032,34.23,-118.56,2.484
4.6944,36,5.29955947136564,0.951541850220264,1242,2.73568281938326,34.23,-118.56,2.218
4.9676,22,5.5982905982906,1.10769230769231,1746,2.98461538461539,34.23,-118.57,2.219
4.1023,29,5.37414030261348,1.06327372764787,2037,2.80192572214581,34.23,-118.58,2.302
3.4091,14,3.90691489361702,1.0718085106383,2676,2.37234042553192,34.23,-118.59,1.688
4.8929,35,5.63823529411765,0.923529411764706,1019,2.99705882352941,34.23,-118.58,2.349
4.875,35,5.79117647058824,0.997058823529412,950,2.79411764705882,34.22,-118.58,2.304
4.0077,17,4.46547884187082,1.08685968819599,3056,2.26874536005939,34.22,-118.59,2.29
8.8612,24,7.9016393442623,1.01639344262295,1514,2.75774134790528,34.25,-118.51,5.00001
8.6454,31,8.06240487062405,1.01065449010655,1986,3.02283105022831,34.24,-118.51,4.835
7.2772,36,7.8581560283688,1.05910165484634,1190,2.81323877068558,34.23,-118.51,4.772
3.0926,6,3.67351598173516,1.08333333333333,2295,2.61986301369863,34.24,-118.52,4.185
8.3841,35,6.71689497716895,0.958904109589041,735,3.35616438356164,34.23,-118.52,4.722
3.3892,20,4.19549370444003,1.01855533465871,2957,1.95957587806494,34.25,-118.53,3.231
3.0977,24,4.27608494921514,1.07479224376731,2360,2.17913204062789,34.24,-118.54,2.64
2.9076,24,4.22049689440994,1.11645962732919,3018,4.68633540372671,34.24,-118.53,2.753
4.375,35,5.9616724738676,1.04703832752613,1690,2.94425087108014,34.23,-118.54,2.329
3.2404,27,4.03598484848485,1.02840909090909,1065,2.01704545454546,34.23,-118.53,2.304
6.2788,26,6.58104738154614,0.942643391521197,1191,2.97007481296758,34.25,-118.54,3.222
4.3458,21,5.66043307086614,1.06496062992126,2230,2.19488188976378,34.24,-118.55,4.075
2.8727,25,4.36534653465347,1.00792079207921,4579,4.53366336633663,34.23,-118.55,2.451
4.7926,27,5.38823529411765,1.08,2252,2.64941176470588,34.23,-118.51,4.544
3.2289,21,4.47817652764307,1.06789524733269,2891,2.80407371483996,34.22,-118.52,3.181
3.0321,32,4.29224229543039,1.04569606801275,2675,2.84272051009564,34.23,-118.53,2.4
3.6187,34,4.41247484909457,1.03219315895372,1299,2.61368209255533,34.22,-118.54,2.116
4.125,29,5.26426426426427,1.02702702702703,1318,3.95795795795796,34.23,-118.54,2.414
5.2801,34,5.51052631578947,1,1207,3.17631578947368,34.25,-118.45,2.123
3.8583,11,5.18665377176016,1.12185686653772,2783,2.69148936170213,34.24,-118.46,1.707
4.5417,21,5.90350877192982,1.04605263157895,1330,2.91666666666667,34.25,-118.47,2.389
2.3111,19,3.87278582930757,1.06441223832528,1855,2.98711755233494,34.24,-118.47,2.554
6.6537,32,6.33091787439614,0.995169082125604,1285,3.10386473429952,34.24,-118.48,2.676
5.0232,30,6.26855895196507,1.02620087336245,1335,2.91484716157205,34.25,-118.49,2.539
5.2939,35,6.08314606741573,1.00224719101124,1224,2.75056179775281,34.24,-118.49,2.442
6.0965,34,6.42019543973941,1.02931596091205,917,2.98697068403909,34.24,-118.49,2.623
4.8164,32,7.04833836858006,1.17522658610272,969,2.92749244712991,34.25,-118.5,2.411
6.155,32,7.00872093023256,1.1046511627907,1040,3.02325581395349,34.25,-118.5,2.573
5.9401,34,6.22695035460993,0.973995271867612,1114,2.63356973995272,34.24,-118.5,3.153
4.5167,26,5.25938566552901,0.977815699658703,1590,2.71331058020478,34.23,-118.5,3.19
5.2668,32,6.31024531024531,0.985569985569986,2040,2.94372294372294,34.23,-118.49,2.423
5.0325,30,6.09722222222222,1.09027777777778,899,3.12152777777778,34.22,-118.49,2.382
2.5008,22,3.40538336052202,1.10807504078303,9135,3.72553017944535,34.23,-118.47,1.6
4.7583,35,6.60942760942761,1.04377104377104,919,3.09427609427609,34.23,-118.48,2.586
6.5268,30,6.03424657534247,0.900684931506849,761,2.60616438356164,34.23,-118.48,2.731
4.5484,29,5.16,1.08769230769231,1752,2.69538461538462,34.23,-118.48,2.399
2.7121,20,3.34713144517066,1.08859840232389,5349,3.88453159041394,34.23,-118.46,1.694
3.0187,16,3.88357843137255,1.08333333333333,4718,2.89093137254902,34.23,-118.46,1.546
3.4514,38,3.82157676348548,0.991701244813278,1023,4.2448132780083,34.25,-118.43,1.519
4.7228,36,5.41743119266055,1.00917431192661,775,3.55504587155963,34.24,-118.42,1.838
4.0208,36,5.02702702702703,1.05743243243243,1221,4.125,34.24,-118.43,1.714
4.5833,35,5.26923076923077,0.982517482517483,1025,3.58391608391608,34.24,-118.42,1.772
4.5909,35,5.54594594594595,1.05405405405405,753,4.07027027027027,34.23,-118.41,1.792
3.125,38,4.9,1.01,402,4.02,34.24,-118.41,1.759
4.0792,34,5.19811320754717,1,949,4.47641509433962,34.26,-118.44,1.651
3.9167,28,3.67576791808874,0.982935153583618,1377,4.69965870307167,34.26,-118.44,1.539
3.6384,32,4.57330827067669,1.03947368421053,2318,4.35714285714286,34.25,-118.43,1.593
5.5124,34,3.91566265060241,0.72289156626506,433,5.21686746987952,34.26,-118.44,1.743
3.7,35,4.50997150997151,0.923076923076923,1481,4.21937321937322,34.25,-118.44,1.76
3.9833,21,4.31187122736419,1.13682092555332,1803,3.62776659959759,34.25,-118.45,1.625
3.5082,11,4.44210009813543,1.07605495583906,7096,3.48184494602552,34.24,-118.45,1.365
2.3584,15,3.62934851359899,1.11764705882353,4620,2.92220113851992,34.23,-118.45,1.576
3.0865,7,5.09891808346213,1.22720247295209,2343,3.62132921174652,34.24,-118.45,2.059
4.8958,33,4.75,0.978813559322034,1038,4.39830508474576,34.25,-118.44,1.737
3.7143,35,5.20588235294118,0.959558823529412,995,3.65808823529412,34.24,-118.43,1.787
4.4688,35,5.16666666666667,1.01736111111111,1112,3.86111111111111,34.24,-118.43,1.825
4.095,36,5.4071661237785,0.980456026058632,1225,3.99022801302932,34.24,-118.44,1.84
3.725,35,5.87468671679198,1.09022556390977,1531,3.83709273182957,34.24,-118.44,1.782
5.6629,33,5.55605381165919,1.02466367713005,1567,3.51345291479821,34.23,-118.42,1.867
5.3767,29,5.82903225806452,1.04193548387097,1234,3.98064516129032,34.22,-118.42,2.33
4.4432,35,5.32207792207792,1.01298701298701,1286,3.34025974025974,34.23,-118.43,1.815
4.6827,36,5.60569105691057,1.07723577235772,896,3.64227642276423,34.24,-118.43,1.838
4.5375,34,5.38194444444445,0.96875,1011,3.51041666666667,34.23,-118.42,1.89
3.4013,35,5.3030303030303,0.987012987012987,720,3.11688311688312,34.23,-118.43,1.765
3.9615,37,4.87921348314607,1.03651685393258,1061,2.98033707865169,34.23,-118.43,1.737
4.0057,37,5.48927038626609,1.0343347639485,987,4.23605150214592,34.24,-118.43,1.727
4.0368,36,4.90084985835694,1.09631728045326,1099,3.11331444759207,34.23,-118.44,1.831
3.66,34,4.67058823529412,1.05882352941177,1080,3.17647058823529,34.22,-118.43,1.846
3.8083,41,4.61883408071749,0.959641255605381,664,2.97757847533632,34.22,-118.44,1.838
3.325,39,4.86942675159236,1.09554140127389,913,2.90764331210191,34.22,-118.44,1.782
4.5278,43,5.10633484162896,0.970588235294118,1418,3.20814479638009,34.23,-118.44,1.818
2.6299,35,4.04240282685512,1.09010600706714,2222,3.92579505300353,34.22,-118.46,1.707
3.9625,39,4.85436893203884,1.07766990291262,998,3.22977346278317,34.22,-118.46,1.682
2.871,31,3.55267702936097,1.03799654576857,2397,4.13989637305699,34.22,-118.46,1.844
2.0699,24,3.13764813126709,1.06472196900638,4625,4.21604375569736,34.22,-118.45,1.83
2.5833,25,3.4672454617206,1.08050513022889,3781,2.98421468034728,34.23,-118.45,1.837
2.7714,8,3.75395683453237,1.13093525179856,1803,2.59424460431655,34.22,-118.45,1.857
2.585,19,3.72255639097744,1.05789473684211,7307,2.74699248120301,34.23,-118.46,1.454
3.4612,36,4.80241935483871,1.07258064516129,718,2.89516129032258,34.22,-118.44,1.788
4.8703,37,4.85422740524781,0.97667638483965,1011,2.94752186588921,34.21,-118.44,1.851
2.875,41,4.47204968944099,1.00931677018634,1014,3.14906832298137,34.21,-118.44,1.686
2.825,41,4.18518518518519,1.05555555555556,1159,3.06613756613757,34.22,-118.44,1.686
4.2656,34,5.05494505494506,0.942857142857143,1447,3.18021978021978,34.22,-118.43,2.337
2.425,17,3.47912713472486,1.14705882352941,2636,2.50094876660342,34.21,-118.43,1.755
3.6618,36,4.48366013071895,0.964052287581699,774,2.52941176470588,34.22,-118.43,1.873
3.6442,43,5.30434782608696,0.965217391304348,729,3.1695652173913,34.22,-118.4,1.863
2.9803,30,4.84782608695652,1.07509881422925,1753,3.46442687747036,34.21,-118.4,1.915
4.0167,35,4.96636771300448,1.02914798206278,1594,3.57399103139013,34.21,-118.41,1.932
4.8194,45,5.19786096256685,0.967914438502674,554,2.96256684491979,34.21,-118.4,1.813
3.6591,36,5.20773930753564,1.09979633401222,1556,3.16904276985743,34.22,-118.4,1.838
4.0049,37,5.12408759124088,0.970802919708029,889,3.24452554744526,34.23,-118.4,1.9
4.8816,38,5.78235294117647,1.08823529411765,513,3.01764705882353,34.25,-118.38,2.315
